,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,40,0,0,0,0
real_AS,0,21,9,4,6
real_MR,1,2,35,2,0
real_MS,3,1,0,34,2
real_MVP,3,1,1,1,34
