clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
N,35,142,18,5,0.885,0.875,0.8875,0.660377358490566,0.88125,40
AS,28,124,36,12,0.76,0.7,0.775,0.4375,0.7375,40
MR,28,151,9,12,0.895,0.7,0.94375,0.7567567567567568,0.8218749999999999,40
MS,14,148,12,26,0.81,0.35,0.925,0.5384615384615384,0.6375,40
MVP,14,154,6,26,0.84,0.35,0.9625,0.7,0.65625,40
PROMEDIO_MACRO,119,719,81,81,0.8380000000000001,0.595,0.89875,0.6186191307417722,0.746875,200
