,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,36,1,0,1,2
real_AS,0,27,4,6,3
real_MR,0,14,23,3,0
real_MS,6,15,0,16,3
real_MVP,13,14,3,1,9
