indice_interno,base,clase,archivo,distribucion,representacion,numero_capas,inicializacion_onmf,error_final,forma_h_final,segundos_extraccion_deep,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos
0,SNR_0db,N,New_N_001.wav,30,DeepONMF_H1,1,nndsvd,0.2319391270407645,30x212,0.027727800072170794,30,0.2319391270407645,0.27479313687492435,0.026703799958340824
1,SNR_0db,N,New_N_002.wav,30,DeepONMF_H1,1,nndsvd,0.23152941650886613,30x212,0.029131599934771657,30,0.23152941650886613,0.29144132881619245,0.028291399939917028
2,SNR_0db,N,New_N_003.wav,30,DeepONMF_H1,1,nndsvd,0.23549841389487564,30x212,0.03189189999829978,30,0.23549841389487558,0.2894098577297626,0.031137900077737868
3,SNR_0db,N,New_N_004.wav,30,DeepONMF_H1,1,nndsvd,0.23441030836367205,30x212,0.030604899977333844,30,0.2344103083636721,0.29183817477909635,0.029794299975037575
4,SNR_0db,N,New_N_005.wav,30,DeepONMF_H1,1,nndsvd,0.2327521074389345,30x212,0.03080100007355213,30,0.2327521074389345,0.2859699094334182,0.029942799941636622
5,SNR_0db,N,New_N_006.wav,30,DeepONMF_H1,1,nndsvd,0.23319042920242825,30x212,0.02743330004159361,30,0.23319042920242825,0.28471562301623987,0.026740800007246435
6,SNR_0db,N,New_N_007.wav,30,DeepONMF_H1,1,nndsvd,0.23371779133173268,30x212,0.027959599974565208,30,0.23371779133173268,0.2882299267841913,0.027163099963217974
7,SNR_0db,N,New_N_008.wav,30,DeepONMF_H1,1,nndsvd,0.2301582945973828,30x212,0.027104400098323822,30,0.2301582945973828,0.28435883039146836,0.026222700020298362
8,SNR_0db,N,New_N_009.wav,30,DeepONMF_H1,1,nndsvd,0.2327187851168507,30x212,0.02537120005581528,30,0.2327187851168507,0.2819765414458806,0.024674299987964332
9,SNR_0db,N,New_N_010.wav,30,DeepONMF_H1,1,nndsvd,0.23320124322163133,30x212,0.026828499976545572,30,0.23320124322163133,0.2861631660864303,0.026084800017997622
10,SNR_0db,N,New_N_011.wav,30,DeepONMF_H1,1,nndsvd,0.23253582179414278,30x212,0.028985599987208843,30,0.23253582179414278,0.2904429364873377,0.027848800062201917
11,SNR_0db,N,New_N_012.wav,30,DeepONMF_H1,1,nndsvd,0.23617669049680765,30x212,0.030349799897521734,30,0.23617669049680765,0.2825130903521518,0.02956689998973161
12,SNR_0db,N,New_N_013.wav,30,DeepONMF_H1,1,nndsvd,0.23067642271548874,30x212,0.02731619996484369,30,0.23067642271548874,0.2912447331479252,0.026585300103761256
13,SNR_0db,N,New_N_014.wav,30,DeepONMF_H1,1,nndsvd,0.22895746094960864,30x212,0.028991100029088557,30,0.22895746094960864,0.28562002666188374,0.02822780003771186
14,SNR_0db,N,New_N_015.wav,30,DeepONMF_H1,1,nndsvd,0.2385357806476213,30x212,0.026705000083893538,30,0.2385357806476213,0.2830068873947526,0.02586449997033924
15,SNR_0db,N,New_N_016.wav,30,DeepONMF_H1,1,nndsvd,0.2371749296719076,30x212,0.02712550002615899,30,0.2371749296719076,0.28204084439954075,0.02646740002091974
16,SNR_0db,N,New_N_017.wav,30,DeepONMF_H1,1,nndsvd,0.23825399511012896,30x212,0.02461109997238964,30,0.23825399511012896,0.27989742251300176,0.023974400013685226
17,SNR_0db,N,New_N_018.wav,30,DeepONMF_H1,1,nndsvd,0.2361254045438745,30x212,0.026261300081387162,30,0.2361254045438745,0.2807970334710325,0.025559499976225197
18,SNR_0db,N,New_N_019.wav,30,DeepONMF_H1,1,nndsvd,0.2336488848817172,30x212,0.023537400062195957,30,0.2336488848817172,0.2875607748445586,0.02284200000576675
19,SNR_0db,N,New_N_020.wav,30,DeepONMF_H1,1,nndsvd,0.23585200392153585,30x212,0.024965499993413687,30,0.23585200392153585,0.2855010868768841,0.024312800029292703
20,SNR_0db,N,New_N_021.wav,30,DeepONMF_H1,1,nndsvd,0.23099003005537425,30x212,0.02475169999524951,30,0.23099003005537425,0.2877196517867691,0.024056999944150448
21,SNR_0db,N,New_N_022.wav,30,DeepONMF_H1,1,nndsvd,0.2361709077897491,30x212,0.025449799955822527,30,0.2361709077897491,0.28841499874445115,0.024707700009457767
22,SNR_0db,N,New_N_023.wav,30,DeepONMF_H1,1,nndsvd,0.23024480899830602,30x212,0.023455899907276034,30,0.23024480899830596,0.28761722394222616,0.022847600048407912
23,SNR_0db,N,New_N_024.wav,30,DeepONMF_H1,1,nndsvd,0.23657492698796567,30x212,0.026349800056777894,30,0.23657492698796567,0.29124477169970325,0.02565799991134554
24,SNR_0db,N,New_N_025.wav,30,DeepONMF_H1,1,nndsvd,0.23455514549447995,30x212,0.025589299970306456,30,0.23455514549447995,0.2885163395366335,0.024711500038392842
25,SNR_0db,N,New_N_026.wav,30,DeepONMF_H1,1,nndsvd,0.23374488667374224,30x212,0.025840000016614795,30,0.23374488667374224,0.2946582100766978,0.025167700019665062
