,N,AS,MR,MS,MVP
N,96.0,0.0,1.0,0.5,2.5
AS,0.0,97.0,1.5,1.0,0.5
MR,3.5000000000000004,1.0,91.0,1.0,3.5000000000000004
MS,0.5,2.5,0.0,96.0,1.0
MVP,4.5,4.0,1.0,1.5,89.0
