comparación,distancia
N-AS,0.022815361234517606
N-MR,0.25549362550567223
N-MS,0.09782652812814852
N-MVP,0.16480237198985015
AS-MR,0.23267826427115465
AS-MS,0.07501116689363091
AS-MVP,0.14198701075533254
MR-MS,0.15766709737752374
MR-MVP,0.0906912535158221
MS-MVP,0.06697584386170163
