comparación,distancia
N-AS,0.04100979932144133
N-MR,0.1819448027017611
N-MS,0.1391054616614975
N-MVP,0.0250509919513619
AS-MR,0.22295460202320244
AS-MS,0.18011526098293884
AS-MVP,0.06606079127280323
MR-MS,0.0428393410402636
MR-MVP,0.1568938107503992
MS-MVP,0.11405446971013561
