comparación,distancia
N-AS,0.29203418306428214
N-MR,0.27066956993433483
N-MS,0.0171179947286898
N-MVP,0.338110391918235
AS-MR,0.021364613129947307
AS-MS,0.27491618833559234
AS-MVP,0.04607620885395286
MR-MS,0.25355157520564503
MR-MVP,0.06744082198390017
MS-MVP,0.3209923971895452
