distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
12-5-4,3,KNN,DeepONMF_H3,1,158,37,3,2,0.975,0.9875,0.925,0.9813664596273292,0.95625
12-5-4,3,KNN,DeepONMF_H3,2,158,36,4,2,0.97,0.9875,0.9,0.9753086419753086,0.9437500000000001
12-5-4,3,KNN,DeepONMF_H3,3,155,35,5,5,0.95,0.96875,0.875,0.96875,0.921875
12-5-4,3,KNN,DeepONMF_H3,4,156,36,4,4,0.96,0.975,0.9,0.975,0.9375
12-5-4,3,KNN,DeepONMF_H3,5,159,35,5,1,0.97,0.99375,0.875,0.9695121951219512,0.934375
12-5-4,3,KNN,DeepONMF_W,1,148,36,4,12,0.92,0.925,0.9,0.9736842105263158,0.9125000000000001
12-5-4,3,KNN,DeepONMF_W,2,147,36,4,13,0.915,0.91875,0.9,0.9735099337748344,0.909375
12-5-4,3,KNN,DeepONMF_W,3,150,34,6,10,0.92,0.9375,0.85,0.9615384615384616,0.89375
12-5-4,3,KNN,DeepONMF_W,4,147,35,5,13,0.91,0.91875,0.875,0.9671052631578947,0.896875
12-5-4,3,KNN,DeepONMF_W,5,147,36,4,13,0.915,0.91875,0.9,0.9735099337748344,0.909375
12-5-4,3,SVM,DeepONMF_H3,1,158,38,2,2,0.98,0.9875,0.95,0.9875,0.96875
12-5-4,3,SVM,DeepONMF_H3,2,158,38,2,2,0.98,0.9875,0.95,0.9875,0.96875
12-5-4,3,SVM,DeepONMF_H3,3,155,37,3,5,0.96,0.96875,0.925,0.9810126582278481,0.946875
12-5-4,3,SVM,DeepONMF_H3,4,156,36,4,4,0.96,0.975,0.9,0.975,0.9375
12-5-4,3,SVM,DeepONMF_H3,5,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
12-5-4,3,SVM,DeepONMF_W,1,146,39,1,14,0.925,0.9125,0.975,0.9931972789115646,0.94375
12-5-4,3,SVM,DeepONMF_W,2,143,38,2,17,0.905,0.89375,0.95,0.9862068965517241,0.921875
12-5-4,3,SVM,DeepONMF_W,3,151,37,3,9,0.94,0.94375,0.925,0.9805194805194806,0.934375
12-5-4,3,SVM,DeepONMF_W,4,149,38,2,11,0.935,0.93125,0.95,0.9867549668874173,0.940625
12-5-4,3,SVM,DeepONMF_W,5,147,38,2,13,0.925,0.91875,0.95,0.9865771812080537,0.934375
12-5-4,3,UjaNet,DeepONMF_H3,1,159,38,2,1,0.985,0.99375,0.95,0.9875776397515528,0.971875
12-5-4,3,UjaNet,DeepONMF_H3,2,157,39,1,3,0.98,0.98125,0.975,0.9936708860759493,0.9781249999999999
12-5-4,3,UjaNet,DeepONMF_H3,3,159,40,0,1,0.995,0.99375,1.0,1.0,0.996875
12-5-4,3,UjaNet,DeepONMF_H3,4,158,38,2,2,0.98,0.9875,0.95,0.9875,0.96875
12-5-4,3,UjaNet,DeepONMF_H3,5,160,39,1,0,0.995,1.0,0.975,0.9937888198757764,0.9875
12-5-4,3,UjaNet,DeepONMF_W,1,153,36,4,7,0.945,0.95625,0.9,0.9745222929936306,0.9281250000000001
12-5-4,3,UjaNet,DeepONMF_W,2,157,36,4,3,0.965,0.98125,0.9,0.9751552795031055,0.940625
12-5-4,3,UjaNet,DeepONMF_W,3,153,36,4,7,0.945,0.95625,0.9,0.9745222929936306,0.9281250000000001
12-5-4,3,UjaNet,DeepONMF_W,4,156,35,5,4,0.955,0.975,0.875,0.968944099378882,0.925
12-5-4,3,UjaNet,DeepONMF_W,5,160,36,4,0,0.98,1.0,0.9,0.975609756097561,0.95
