,N,AS,MR,MS,MVP
N,89.0,0.0,0.0,4.0,7.000000000000001
AS,0.0,89.0,3.0,5.0,3.0
MR,0.5,8.0,82.0,7.5,2.0
MS,2.5,6.0,2.5,81.5,7.5
MVP,4.0,8.5,7.000000000000001,5.0,75.5
