,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,36,0,0,0,4
real_AS,0,39,0,0,1
real_MR,2,2,34,1,1
real_MS,0,0,2,37,1
real_MVP,2,2,3,2,31
