distribucion,numero_capas,clasificador,representacion,Accuracy_mean,Accuracy_std,Sensitivity_mean,Sensitivity_std,Specificity_mean,Specificity_std,Precision_mean,Precision_std,Score_mean,Score_std
24-15-10-6,4,UjaNet,DeepONMF_H4,0.9756,0.010990905331227301,0.9389999999999998,0.027477263328068147,0.98475,0.006869315832017107,0.9401476341247917,0.026349921547493983,0.961875,0.017173289580042606
