,N,AS,MR,MS,MVP
N,97.5,0.0,0.5,0.0,2.0
AS,0.0,95.5,1.5,0.5,2.5
MR,2.0,2.5,92.0,2.5,1.0
MS,0.0,1.5,1.5,93.0,4.0
MVP,3.0,3.0,1.0,3.0,90.0
