,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,39,0,1,0,0
real_AS,0,40,0,0,0
real_MR,0,0,37,2,1
real_MS,0,0,1,37,2
real_MVP,1,1,0,0,38
