,N,AS,MR,MS,MVP
N,92.0,0.0,2.0,0.0,6.0
AS,0.0,95.5,2.0,1.0,1.5
MR,4.0,7.5,84.5,3.0,1.0
MS,0.5,0.0,2.5,93.0,4.0
MVP,5.5,5.0,3.0,3.5000000000000004,83.0
