distribucion,numero_capas,clasificador,representacion,Accuracy_mean,Accuracy_std,Sensitivity_mean,Sensitivity_std,Specificity_mean,Specificity_std,Precision_mean,Precision_std,Score_mean,Score_std,origen
13-6,2,KNN,DeepONMF_W,0.8196,0.0121161049846887,0.549,0.0302902624617219,0.8872499999999999,0.0075725656154304,0.5734685861386796,0.0300149602948509,0.718125,0.0189314140385762,anterior
13-6,2,SVM,DeepONMF_H2,0.9576,0.0068410525505947,0.8939999999999999,0.0171026313764871,0.9735,0.0042756578441217,0.8966472259659064,0.0177008693745518,0.93375,0.0106891446103044,anterior
13-6,2,SVM,DeepONMF_W,0.8792,0.0081975606127676,0.6980000000000001,0.0204939015319191,0.9245,0.0051234753829797,0.6967462801237113,0.0269144418608926,0.81125,0.0128086884574494,anterior
13-6,2,UjaNet,DeepONMF_H2,0.9736,0.0060663003552412,0.934,0.0151657508881031,0.9835,0.0037914377220257,0.9351444347463396,0.0143021159706781,0.95875,0.0094785943050644,anterior
13-6,2,UjaNet,DeepONMF_W,0.9408,0.0102567051239665,0.852,0.0256417628099161,0.963,0.0064104407024789,0.8580336318751567,0.0218232354801953,0.9075,0.0160261017561976,anterior
13-7,2,KNN,DeepONMF_H2,0.9124,0.0092086915465771,0.781,0.0230217288664426,0.94525,0.0057554322166106,0.8026170428619869,0.0135922876477058,0.8631250000000001,0.0143885805415266,anterior
13-7,2,KNN,DeepONMF_W,0.8220000000000001,0.0101980390271855,0.5549999999999999,0.0254950975679639,0.8887499999999999,0.0063737743919909,0.5743637997359403,0.0307744975360819,0.721875,0.0159344359799774,anterior
13-7,2,SVM,DeepONMF_H2,0.956,0.0093808315196468,0.89,0.0234520787991171,0.9725,0.0058630196997793,0.8934801430247703,0.0250222049432452,0.93125,0.0146575492494482,anterior
13-7,2,SVM,DeepONMF_W,0.8712,0.0095498691090506,0.6779999999999999,0.0238746727726267,0.9195,0.0059686681931567,0.675489903165667,0.0284861046446902,0.7987500000000001,0.0149216704828915,anterior
13-7,2,UjaNet,DeepONMF_H2,0.9751999999999998,0.0085556998544829,0.938,0.0213892496362074,0.9845,0.0053473124090518,0.9410088794196362,0.0203414261640666,0.96125,0.0133682810226296,anterior
13-7,2,UjaNet,DeepONMF_W,0.9372,0.0099599196783909,0.843,0.0248997991959774,0.96075,0.0062249497989944,0.8497454220963666,0.0232709321289259,0.901875,0.0155623744974859,anterior
13-8,2,KNN,DeepONMF_H2,0.9104,0.0101390334845092,0.776,0.0253475837112731,0.944,0.0063368959278183,0.8080944184129428,0.0249286554876306,0.86,0.0158422398195457,anterior
13-8,2,KNN,DeepONMF_W,0.8116,0.0217899059199437,0.529,0.0544747647998594,0.88225,0.0136186911999648,0.5478004763513531,0.0613866239803741,0.7056250000000001,0.034046727999912,anterior
13-8,2,SVM,DeepONMF_H2,0.9548,0.0048166378315168,0.8869999999999999,0.0120415945787923,0.97175,0.003010398644698,0.8903688858894441,0.0138331231064687,0.929375,0.0075259966117451,anterior
13-8,2,SVM,DeepONMF_W,0.8716000000000002,0.0102371871136558,0.679,0.0255929677841393,0.91975,0.0063982419460349,0.6795546866383063,0.0276012194899522,0.7993750000000001,0.0159956048650871,anterior
13-8,2,UjaNet,DeepONMF_H2,0.9751999999999998,0.0087863530545955,0.938,0.0219658826364887,0.9845,0.0054914706591222,0.9396592688680973,0.0211926420813945,0.96125,0.0137286766478054,anterior
13-8,2,UjaNet,DeepONMF_W,0.9444,0.0117813411800185,0.861,0.0294533529500462,0.96525,0.0073633382375115,0.8681562649756941,0.0274286008854566,0.913125,0.0184083455937789,anterior
13-8-3,3,KNN,DeepONMF_H3,0.9396,0.0069856996786292,0.849,0.017464249196573,0.96225,0.0043660622991432,0.8534848678525236,0.0176454713091242,0.905625,0.010915155747858,anterior
13-8-3,3,KNN,DeepONMF_W,0.8587999999999999,0.0155306149266537,0.647,0.0388265373166343,0.91175,0.0097066343291586,0.6718482877728867,0.0481489452398464,0.779375,0.0242665858228964,anterior
13-8-3,3,SVM,DeepONMF_H3,0.962,0.0052915026221291,0.905,0.0132287565553229,0.97625,0.0033071891388307,0.9071230987151048,0.0144056438577295,0.940625,0.0082679728470768,anterior
13-8-3,3,SVM,DeepONMF_W,0.8944000000000001,0.0043358966777358,0.736,0.0108397416943393,0.934,0.0027099354235848,0.7507158570925472,0.0157402455941569,0.835,0.0067748385589621,anterior
13-8-3,3,UjaNet,DeepONMF_H3,0.9712,0.0088994381845148,0.9280000000000002,0.022248595461287,0.982,0.0055621488653216,0.9296875498120744,0.0216852748841096,0.955,0.0139053721633044,anterior
13-8-3,3,UjaNet,DeepONMF_W,0.9388,0.0135351394525508,0.8469999999999999,0.0338378486313772,0.96175,0.0084594621578443,0.851255420958889,0.0335888744311497,0.904375,0.0211486553946107,anterior
14-11-8-3,4,KNN,DeepONMF_H4,0.932,0.0058309518948452,0.8299999999999998,0.0145773797371132,0.9575,0.0036443449342783,0.8460821379375275,0.013541982220413,0.89375,0.0091108623356957,anterior
14-11-8-3,4,KNN,DeepONMF_W,0.8608,0.0167690190530036,0.6519999999999999,0.0419225476325091,0.913,0.0104806369081273,0.6627189965252809,0.0469986082708898,0.7825,0.0262015922703182,anterior
14-11-8-3,4,SVM,DeepONMF_H4,0.9576,0.0062289646009589,0.8939999999999999,0.0155724115023973,0.9735,0.0038931028755993,0.8956775958996703,0.0170456763247618,0.93375,0.0097327571889984,anterior
14-11-8-3,4,SVM,DeepONMF_W,0.8948,0.0084380092438915,0.737,0.0210950231097289,0.93425,0.0052737557774322,0.7494303358326042,0.0202669864655961,0.835625,0.0131843894435805,anterior
14-11-8-3,4,UjaNet,DeepONMF_H4,0.966,0.0076157731058638,0.915,0.0190394327646597,0.97875,0.0047598581911649,0.9162566010005544,0.0189249650015756,0.946875,0.0118996454779123,anterior
14-11-8-3,4,UjaNet,DeepONMF_W,0.938,0.0208326666559996,0.845,0.0520816666399991,0.96125,0.0130204166599997,0.8570195515594274,0.0462327847974879,0.903125,0.0325510416499994,anterior
14-11-8-5,4,KNN,DeepONMF_H4,0.9068,0.0065726706900619,0.767,0.016431676725155,0.94175,0.0041079191812887,0.7993393638691393,0.0202867786007422,0.8543749999999999,0.0102697979532218,anterior
14-11-8-5,4,KNN,DeepONMF_W,0.8468,0.0128530152104476,0.617,0.0321325380261192,0.90425,0.0080331345065298,0.6402773857284589,0.0309564547930734,0.760625,0.0200828362663245,anterior
14-11-8-5,4,SVM,DeepONMF_H4,0.9532,0.0059329587896764,0.8829999999999998,0.0148323969741913,0.97075,0.0037080992435478,0.8873696553470987,0.0177621951433366,0.926875,0.0092702481088696,anterior
14-11-8-5,4,SVM,DeepONMF_W,0.8844,0.0085322916030806,0.7110000000000001,0.0213307290077015,0.92775,0.0053326822519254,0.7170794258314979,0.0223985029644335,0.819375,0.0133317056298134,anterior
14-11-8-5,4,UjaNet,DeepONMF_H4,0.9716,0.0077974354758471,0.929,0.0194935886896179,0.98225,0.0048733971724045,0.9318353816945876,0.0179142398977122,0.955625,0.0121834929310112,anterior
14-11-8-5,4,UjaNet,DeepONMF_W,0.942,0.0142126704035518,0.8550000000000001,0.0355316760088796,0.96375,0.0088829190022199,0.8576803131204273,0.0346169923853521,0.909375,0.0222072975055498,anterior
14-11-8-6-4,5,KNN,DeepONMF_H5,0.9168,0.0102567051239664,0.792,0.0256417628099161,0.948,0.006410440702479,0.8183250544871095,0.0221055244009728,0.8699999999999999,0.0160261017561976,anterior
14-11-8-6-4,5,KNN,DeepONMF_W,0.8636000000000001,0.0111713920350151,0.659,0.0279284800875378,0.91475,0.0069821200218844,0.679146193540228,0.0231721764485479,0.786875,0.0174553000547111,anterior
14-11-8-6-4,5,SVM,DeepONMF_H5,0.9568,0.0086717933554715,0.892,0.0216794833886788,0.973,0.0054198708471696,0.8930885558853815,0.0234999299565638,0.9325,0.0135496771179242,anterior
14-11-8-6-4,5,SVM,DeepONMF_W,0.8992000000000001,0.0041472882706654,0.748,0.0103682206766639,0.937,0.0025920551691659,0.7612771380317339,0.0099547118101813,0.8425,0.0064801379229149,anterior
14-11-8-6-4,5,UjaNet,DeepONMF_H5,0.9708,0.0081975606127677,0.927,0.0204939015319192,0.98175,0.0051234753829797,0.9290180409838013,0.0196704192993825,0.954375,0.0128086884574494,anterior
14-11-8-6-4,5,UjaNet,DeepONMF_W,0.9464,0.0171697408250677,0.866,0.0429243520626694,0.9665,0.0107310880156674,0.8738043468598337,0.0402438599719238,0.91625,0.0268277200391683,anterior
14-3,2,KNN,DeepONMF_H2,0.9428,0.0109178752511648,0.857,0.0272946881279123,0.96425,0.0068236720319781,0.8612493703801999,0.0277365183555427,0.910625,0.0170591800799452,anterior
14-3,2,KNN,DeepONMF_W,0.8572,0.0158492902049271,0.643,0.0396232255123178,0.91075,0.0099058063780794,0.6645072407108592,0.0478412468714572,0.776875,0.0247645159451986,anterior
14-3,2,SVM,DeepONMF_H2,0.9652,0.0057619441163551,0.913,0.0144048602908879,0.97825,0.0036012150727219,0.9150354302005004,0.0161651201577335,0.945625,0.0090030376818049,anterior
14-3,2,SVM,DeepONMF_W,0.8968,0.0100598210719674,0.742,0.0251495526799186,0.9355,0.0062873881699796,0.7573280123754677,0.0266201735850943,0.8387499999999999,0.0157184704249491,anterior
14-3,2,UjaNet,DeepONMF_H2,0.9772,0.009444575162494,0.943,0.0236114379062351,0.98575,0.0059028594765588,0.943848000201793,0.0227233519368075,0.964375,0.0147571486913969,anterior
14-3,2,UjaNet,DeepONMF_W,0.9412,0.0106395488626162,0.853,0.0265988721565408,0.96325,0.0066497180391352,0.8588306887484866,0.0282216907160406,0.908125,0.0166242950978379,anterior
14-6,2,KNN,DeepONMF_H2,0.9264,0.0065421708935184,0.8160000000000001,0.016355427233796,0.954,0.0040888568084489,0.8326542255101902,0.0182207898094621,0.885,0.0102221420211225,anterior
14-6,2,KNN,DeepONMF_W,0.8164000000000001,0.0071274118724821,0.541,0.0178185296812054,0.8852499999999999,0.0044546324203013,0.5607472681542359,0.029490709161582,0.713125,0.0111365810507533,anterior
14-6,2,SVM,DeepONMF_H2,0.9584,0.008173126696681,0.8960000000000001,0.0204328167417025,0.974,0.0051082041854256,0.8977054530266949,0.0216046914722478,0.935,0.012770510463564,anterior
14-6,2,SVM,DeepONMF_W,0.8695999999999999,0.0071274118724821,0.674,0.0178185296812054,0.9185,0.0044546324203013,0.6731713299100341,0.0226045193967944,0.79625,0.0111365810507534,anterior
14-6,2,UjaNet,DeepONMF_H2,0.9748,0.0105451410611712,0.937,0.0263628526529281,0.98425,0.006590713163232,0.9389023779543664,0.0253639179574187,0.960625,0.01647678290808,anterior
14-6,2,UjaNet,DeepONMF_W,0.94,0.0096953597148325,0.85,0.0242383992870816,0.9625,0.0060595998217703,0.8557787687252396,0.022384903707035,0.90625,0.015148999554426,anterior
14-7,2,KNN,DeepONMF_H2,0.9196,0.0053665631459995,0.799,0.0134164078649986,0.94975,0.0033541019662496,0.8206242656507362,0.0142551485022155,0.874375,0.0083852549156241,anterior
14-7,2,KNN,DeepONMF_W,0.8092,0.0083186537372342,0.523,0.0207966343430854,0.8807499999999999,0.0051991585857713,0.5370031432938072,0.0212424474152898,0.701875,0.0129978964644284,anterior
14-7,2,SVM,DeepONMF_H2,0.9568,0.0059329587896765,0.892,0.0148323969741912,0.973,0.0037080992435477,0.8947721258609495,0.0158280049819498,0.9325,0.0092702481088695,anterior
14-7,2,SVM,DeepONMF_W,0.8747999999999999,0.0095498691090506,0.6869999999999999,0.0238746727726266,0.92175,0.0059686681931567,0.6859743172426362,0.0275233315948026,0.804375,0.0149216704828916,anterior
14-7,2,UjaNet,DeepONMF_H2,0.9772,0.0084380092438916,0.943,0.021095023109729,0.98575,0.0052737557774323,0.9440229316031626,0.0208556841048522,0.964375,0.0131843894435806,anterior
14-7,2,UjaNet,DeepONMF_W,0.9344,0.0116961532137707,0.836,0.0292403830344269,0.959,0.0073100957586067,0.8424609685355048,0.0293095382544448,0.8975,0.0182752393965167,anterior
14-8,2,KNN,DeepONMF_H2,0.918,0.0069282032302755,0.795,0.0173205080756887,0.94875,0.0043301270189222,0.8185153548066756,0.0240380802441226,0.871875,0.0108253175473055,anterior
14-8,2,KNN,DeepONMF_W,0.8051999999999999,0.0050199601592044,0.513,0.0125499003980111,0.8782500000000001,0.0031374750995028,0.53135532213904,0.012168654169171,0.695625,0.0078436877487569,anterior
14-8,2,SVM,DeepONMF_H2,0.9564,0.0038470768123342,0.891,0.0096176920308357,0.97275,0.0024044230077088,0.895139624622679,0.0124510312490769,0.931875,0.0060110575192723,anterior
14-8,2,SVM,DeepONMF_W,0.866,0.0128062484748657,0.665,0.0320156211871641,0.91625,0.0080039052967909,0.6627578407865504,0.0326920488827022,0.790625,0.0200097632419776,anterior
14-8,2,UjaNet,DeepONMF_H2,0.9788,0.0110995495404093,0.947,0.0277488738510233,0.98675,0.0069372184627557,0.9480853689997792,0.0275770916509086,0.966875,0.0173430461568895,anterior
14-8,2,UjaNet,DeepONMF_W,0.9368,0.0087863530545955,0.842,0.0219658826364888,0.9605,0.0054914706591221,0.8473493063453519,0.0212653429791128,0.90125,0.0137286766478054,anterior
14-8-3,3,KNN,DeepONMF_H3,0.938,0.0144913767461894,0.8450000000000001,0.0362284418654735,0.96125,0.0090571104663683,0.8560517492007481,0.0331743419732012,0.903125,0.022642776165921,anterior
14-8-3,3,KNN,DeepONMF_W,0.8624,0.0043358966777357,0.656,0.0108397416943393,0.914,0.0027099354235848,0.6861088615174138,0.0121095496757732,0.785,0.0067748385589621,anterior
14-8-3,3,SVM,DeepONMF_H3,0.9612,0.0062609903369994,0.903,0.0156524758424985,0.97575,0.0039131189606246,0.9053962814909248,0.0169177467434173,0.939375,0.0097827974015615,anterior
14-8-3,3,SVM,DeepONMF_W,0.8984,0.0051768716422179,0.7459999999999999,0.0129421791055447,0.9365,0.0032355447763862,0.7623641693619765,0.0092185597427873,0.8412499999999999,0.0080888619409654,anterior
14-8-3,3,UjaNet,DeepONMF_H3,0.972,0.0067823299831252,0.93,0.0169558249578132,0.9825000000000002,0.0042389562394532,0.9309949395991765,0.0166073837726014,0.95625,0.0105973905986332,anterior
14-8-3,3,UjaNet,DeepONMF_W,0.94,0.0072111025509279,0.85,0.0180277563773199,0.9625,0.0045069390943299,0.8584696580361552,0.0189702152214206,0.90625,0.0112673477358249,anterior
14-8-5-3,4,KNN,DeepONMF_H4,0.9304,0.006228964600959,0.826,0.0155724115023974,0.9565,0.0038931028755993,0.8410289604803189,0.0157255078161963,0.89125,0.0097327571889984,anterior
14-8-5-3,4,KNN,DeepONMF_W,0.8671999999999999,0.0092303846073714,0.6679999999999999,0.0230759615184286,0.917,0.0057689903796072,0.6859222255397702,0.0170067342490169,0.7925,0.0144224759490179,anterior
14-8-5-3,4,SVM,DeepONMF_H4,0.9616,0.0093166517590816,0.904,0.0232916293977042,0.976,0.005822907349426,0.9047425533385794,0.0237877951387236,0.94,0.0145572683735651,anterior
14-8-5-3,4,SVM,DeepONMF_W,0.8984,0.0026076809620809,0.746,0.0065192024052026,0.9365,0.0016298006013007,0.7586152947293466,0.0118809972910442,0.8412499999999999,0.0040745015032516,anterior
14-8-5-3,4,UjaNet,DeepONMF_H4,0.9688,0.0087863530545955,0.922,0.0219658826364887,0.9805,0.0054914706591222,0.922794944976755,0.0218834205927769,0.95125,0.0137286766478054,anterior
14-8-5-3,4,UjaNet,DeepONMF_W,0.9428,0.0060991802727908,0.857,0.0152479506819768,0.96425,0.0038119876704942,0.8633429476608212,0.0150228835871247,0.910625,0.0095299691762355,anterior
14-9,2,KNN,DeepONMF_H2,0.916,0.001414213562373,0.79,0.0035355339059327,0.9475,0.0008838834764831,0.8140260768608025,0.0144856356215926,0.86875,0.0022097086912079,anterior
14-9,2,KNN,DeepONMF_W,0.796,0.0132664991614216,0.49,0.033166247903554,0.8724999999999999,0.0082915619758885,0.5164415679923634,0.0464043004559546,0.68125,0.0207289049397213,anterior
14-9,2,SVM,DeepONMF_H2,0.9584,0.0049799598391955,0.8959999999999999,0.0124498995979887,0.974,0.0031124748994971,0.8981148317908911,0.0151337107790519,0.935,0.0077811872487429,anterior
14-9,2,SVM,DeepONMF_W,0.8700000000000001,0.0098994949366116,0.675,0.0247487373415291,0.91875,0.0061871843353824,0.6698185584339573,0.0273636368425397,0.796875,0.0154679608384557,anterior
14-9,2,UjaNet,DeepONMF_H2,0.9756,0.0088769364084688,0.939,0.022192341021172,0.98475,0.005548085255293,0.940315207428026,0.0213957093046746,0.961875,0.0138702131382325,anterior
14-9,2,UjaNet,DeepONMF_W,0.9344,0.0137404512298541,0.836,0.0343511280746353,0.959,0.0085877820186588,0.8479267936296706,0.0318832250581121,0.8975,0.021469455046647,anterior
14-9-5,3,KNN,DeepONMF_H3,0.9176,0.0051768716422179,0.7940000000000002,0.0129421791055448,0.9485,0.003235544776386,0.8170433725530769,0.0059039581659331,0.8712499999999999,0.0080888619409654,anterior
14-9-5,3,KNN,DeepONMF_W,0.8408000000000001,0.0125379424149259,0.6020000000000001,0.0313448560373149,0.9005000000000001,0.0078362140093287,0.625387329014463,0.0416116923393814,0.75125,0.0195905350233218,anterior
14-9-5,3,SVM,DeepONMF_H3,0.9564,0.0079246451024635,0.891,0.0198116127561589,0.97275,0.0049529031890397,0.8925646066139912,0.0205537690252507,0.931875,0.0123822579725993,anterior
14-9-5,3,SVM,DeepONMF_W,0.8872,0.0085556998544829,0.718,0.0213892496362074,0.9295,0.0053473124090518,0.725528235975586,0.0199453028661734,0.8237500000000001,0.0133682810226296,anterior
14-9-5,3,UjaNet,DeepONMF_H3,0.9704,0.0077974354758471,0.926,0.0194935886896179,0.9815,0.0048733971724044,0.9288708117267488,0.0190512746643787,0.95375,0.0121834929310112,anterior
14-9-5,3,UjaNet,DeepONMF_W,0.9424,0.0151261363209512,0.8560000000000001,0.037815340802378,0.964,0.0094538352005945,0.8593431880922822,0.0379919166813507,0.91,0.0236345880014863,anterior
15-10,2,KNN,DeepONMF_H2,0.906,0.0070710678118654,0.765,0.0176776695296637,0.94125,0.0044194173824159,0.8014021429192612,0.0177711703375765,0.853125,0.0110485434560398,anterior
15-10,2,KNN,DeepONMF_W,0.8,0.0163095064303001,0.5,0.0407737660757502,0.875,0.0101934415189375,0.5172496253170257,0.0462292864704706,0.6875,0.0254836037973438,anterior
15-10,2,SVM,DeepONMF_H2,0.9548,0.0059329587896764,0.8870000000000001,0.0148323969741913,0.97175,0.0037080992435478,0.8902190437146682,0.0156607368847518,0.929375,0.0092702481088695,anterior
15-10,2,SVM,DeepONMF_W,0.8635999999999999,0.0093166517590815,0.659,0.0232916293977041,0.91475,0.005822907349426,0.6528349742048964,0.0260157778561703,0.786875,0.0145572683735651,anterior
15-10,2,UjaNet,DeepONMF_H2,0.9751999999999998,0.0095498691090506,0.938,0.0238746727726266,0.9845,0.0059686681931566,0.939873913767736,0.023479741139413,0.96125,0.0149216704828916,anterior
15-10,2,UjaNet,DeepONMF_W,0.9408,0.0072938330115241,0.852,0.0182345825288104,0.963,0.0045586456322026,0.858623019927129,0.0188923289524248,0.9075,0.0113966140805065,anterior
15-11-4,3,KNN,DeepONMF_H3,0.9212,0.0059329587896765,0.8030000000000002,0.0148323969741912,0.95075,0.0037080992435478,0.8278804235942868,0.0114346521292422,0.8768750000000001,0.0092702481088695,anterior
15-11-4,3,KNN,DeepONMF_W,0.8480000000000001,0.0067823299831252,0.62,0.0169558249578132,0.905,0.0042389562394532,0.6480037646029162,0.0205039157729263,0.7625,0.0105973905986332,anterior
15-11-4,3,SVM,DeepONMF_H3,0.9556,0.008414273587185,0.889,0.0210356839679626,0.97225,0.0052589209919906,0.8908572737648315,0.0225105043317451,0.930625,0.0131473024799766,anterior
15-11-4,3,SVM,DeepONMF_W,0.89,0.0134907375632319,0.725,0.03372684390808,0.93125,0.00843171097702,0.7338956071681437,0.0413863758091116,0.828125,0.02107927744255,anterior
15-11-4,3,UjaNet,DeepONMF_H3,0.9672,0.0162849623886577,0.918,0.0407124059716445,0.9795,0.010178101492911,0.92183032016885,0.036491369773941,0.94875,0.0254452537322778,anterior
15-11-4,3,UjaNet,DeepONMF_W,0.9392,0.0084380092438915,0.8479999999999999,0.0210950231097289,0.962,0.0052737557774322,0.8543108514099853,0.0233948987692271,0.905,0.0131843894435806,anterior
15-11-7,3,KNN,DeepONMF_H3,0.8968,0.0109178752511648,0.742,0.0272946881279123,0.9355,0.0068236720319781,0.7914303187376296,0.0212130516168095,0.8387499999999999,0.0170591800799452,anterior
15-11-7,3,KNN,DeepONMF_W,0.8140000000000001,0.0230217288664426,0.5349999999999999,0.0575543221661066,0.88375,0.0143885805415267,0.5609062540416406,0.0527425388253916,0.709375,0.0359714513538166,anterior
15-11-7,3,SVM,DeepONMF_H3,0.9516,0.0066932802122725,0.8789999999999999,0.0167332005306815,0.96975,0.0041833001326703,0.8823520303740795,0.0187782082854516,0.924375,0.0104582503316759,anterior
15-11-7,3,SVM,DeepONMF_W,0.8768,0.006870225614927,0.692,0.0171755640373176,0.923,0.0042938910093293,0.6910454759518206,0.0219478097376353,0.8074999999999999,0.0107347275233235,anterior
15-11-7,3,UjaNet,DeepONMF_H3,0.9728,0.0088994381845148,0.932,0.0222485954612869,0.983,0.0055621488653217,0.9343694305199391,0.0212575956199022,0.9575,0.0139053721633043,anterior
15-11-7,3,UjaNet,DeepONMF_W,0.9424,0.0090994505328618,0.8559999999999999,0.0227486263321547,0.964,0.0056871565830385,0.8651075783188759,0.0234125825011541,0.91,0.0142178914575966,anterior
15-12-9-6-3,5,KNN,DeepONMF_H5,0.93,0.0031622776601684,0.825,0.0079056941504208,0.95625,0.0019764235376053,0.8410261599961142,0.0148252487425025,0.890625,0.004941058844013,anterior
15-12-9-6-3,5,KNN,DeepONMF_W,0.8592000000000001,0.0030331501776205,0.648,0.0075828754440515,0.912,0.0018957188610129,0.6824233122319475,0.0175420679109538,0.78,0.0047392971525322,anterior
15-12-9-6-3,5,SVM,DeepONMF_H5,0.9544,0.0057271284253105,0.8859999999999999,0.0143178210632763,0.9715,0.003579455265819,0.8873871263159252,0.0162547243382377,0.92875,0.0089486381645477,anterior
15-12-9-6-3,5,SVM,DeepONMF_W,0.8956,0.009838699100999,0.7390000000000001,0.0245967477524977,0.93475,0.0061491869381244,0.7550566158603245,0.0332808914527714,0.836875,0.015372967345311,anterior
15-12-9-6-3,5,UjaNet,DeepONMF_H5,0.9644,0.0101390334845092,0.911,0.0253475837112731,0.97775,0.0063368959278182,0.9140106367666327,0.0229402896996763,0.944375,0.0158422398195457,anterior
15-12-9-6-3,5,UjaNet,DeepONMF_W,0.938,0.0096953597148326,0.845,0.0242383992870816,0.96125,0.0060595998217703,0.8523386406484533,0.023548293917584,0.903125,0.0151489995544259,anterior
15-3,2,KNN,DeepONMF_H2,0.9516,0.0109909053312272,0.8789999999999999,0.0274772633280681,0.96975,0.0068693158320169,0.8839486393372807,0.0308026764449109,0.924375,0.0171732895800425,anterior
15-3,2,KNN,DeepONMF_W,0.8532,0.0147377067415524,0.633,0.0368442668538811,0.90825,0.0092110667134703,0.6746551377137939,0.0397821268543176,0.770625,0.0230276667836756,anterior
15-3,2,SVM,DeepONMF_H2,0.962,0.0109544511501033,0.905,0.0273861278752582,0.97625,0.0068465319688145,0.9062803090089137,0.0282728100424835,0.940625,0.0171163299220364,anterior
15-3,2,SVM,DeepONMF_W,0.8868,0.0059329587896765,0.717,0.0148323969741913,0.92925,0.0037080992435478,0.7254336704018033,0.0213291673032649,0.8231249999999999,0.0092702481088695,anterior
15-3,2,UjaNet,DeepONMF_H2,0.9764,0.0099398189118313,0.941,0.0248495472795783,0.98525,0.0062123868198946,0.9420371969345284,0.0241555152107039,0.963125,0.0155309670497364,anterior
15-3,2,UjaNet,DeepONMF_W,0.9376,0.0089888820216977,0.844,0.0224722050542442,0.961,0.005618051263561,0.8485664013775353,0.0248215899911619,0.9025,0.0140451281589026,anterior
15-4,2,KNN,DeepONMF_H2,0.942,0.0074833147735479,0.8550000000000001,0.0187082869338697,0.96375,0.0046770717334674,0.8587473441520956,0.0208330437834723,0.909375,0.0116926793336685,anterior
15-4,2,KNN,DeepONMF_W,0.8432000000000001,0.0141138230115019,0.608,0.0352845575287546,0.902,0.0088211393821886,0.6580018219341042,0.0259874276095727,0.755,0.0220528484554717,anterior
15-4,2,SVM,DeepONMF_H2,0.9596,0.009838699100999,0.899,0.0245967477524976,0.97475,0.0061491869381243,0.9013170109859188,0.0255393066551373,0.936875,0.015372967345311,anterior
15-4,2,SVM,DeepONMF_W,0.8876,0.0087635609200826,0.719,0.0219089023002065,0.92975,0.0054772255750516,0.7211339553680509,0.0233719527256869,0.8243750000000001,0.0136930639376291,anterior
15-4,2,UjaNet,DeepONMF_H2,0.9712,0.0106395488626162,0.928,0.0265988721565407,0.982,0.0066497180391352,0.9287768357928672,0.0266356937909672,0.955,0.0166242950978379,anterior
15-4,2,UjaNet,DeepONMF_W,0.9376,0.0130690474021635,0.844,0.032672618505409,0.961,0.0081681546263522,0.8483937687254395,0.0313942734280348,0.9025,0.0204203865658806,anterior
15-6,2,KNN,DeepONMF_H2,0.9188,0.006870225614927,0.7969999999999999,0.0171755640373176,0.94925,0.0042938910093294,0.8215509116526267,0.0266597156325707,0.8731249999999999,0.0107347275233235,anterior
15-6,2,KNN,DeepONMF_W,0.8151999999999999,0.0109178752511649,0.538,0.0272946881279123,0.8845000000000001,0.0068236720319781,0.5609556215329503,0.0364342103705038,0.7112499999999999,0.0170591800799452,anterior
15-6,2,SVM,DeepONMF_H2,0.9584,0.0093166517590816,0.8960000000000001,0.0232916293977042,0.974,0.005822907349426,0.8982014597844561,0.0250499485842124,0.935,0.0145572683735651,anterior
15-6,2,SVM,DeepONMF_W,0.8724000000000001,0.0085322916030806,0.681,0.0213307290077015,0.92025,0.0053326822519254,0.6818719549763712,0.0225573363873659,0.8006249999999999,0.0133317056298134,anterior
15-6,2,UjaNet,DeepONMF_H2,0.9772,0.0062609903369993,0.943,0.0156524758424985,0.98575,0.0039131189606246,0.9442205461659444,0.0154844009502313,0.964375,0.0097827974015615,anterior
15-6,2,UjaNet,DeepONMF_W,0.934,0.0101980390271855,0.835,0.0254950975679639,0.95875,0.0063737743919909,0.8434060615378973,0.0249938876722562,0.896875,0.0159344359799774,anterior
15-7,2,KNN,DeepONMF_H2,0.92,0.0037416573867739,0.8,0.0093541434669349,0.95,0.0023385358667337,0.8175064929306414,0.0110333525517561,0.875,0.0058463396668343,anterior
15-7,2,KNN,DeepONMF_W,0.8168,0.0152052622469985,0.542,0.0380131556174964,0.8855000000000001,0.0095032889043741,0.5697676071566542,0.0394731950847068,0.71375,0.0237582222609352,anterior
15-7,2,SVM,DeepONMF_H2,0.9576,0.0081731266966809,0.8939999999999999,0.0204328167417026,0.9735,0.0051082041854256,0.8958343951417731,0.021639097412499,0.93375,0.0127705104635641,anterior
15-7,2,SVM,DeepONMF_W,0.874,0.0088317608663278,0.6849999999999999,0.0220794021658196,0.92125,0.0055198505414549,0.6815340790075957,0.0224431785025111,0.803125,0.0137996263536373,anterior
15-7,2,UjaNet,DeepONMF_H2,0.9776,0.0099398189118313,0.944,0.0248495472795783,0.986,0.0062123868198945,0.946397191493878,0.0243045090390437,0.965,0.0155309670497364,anterior
15-7,2,UjaNet,DeepONMF_W,0.9452,0.0064187226143524,0.8629999999999999,0.0160468065358812,0.96575,0.0040117016339702,0.8713277471403282,0.0143417933019277,0.914375,0.0100292540849257,anterior
15-7-6,3,KNN,DeepONMF_H3,0.9164,0.010714476188783,0.791,0.0267861904719577,0.94775,0.0066965476179893,0.817466711580375,0.0277038166308257,0.869375,0.0167413690449735,anterior
