posicion_resultado,distribucion,numero_capas,clasificador,representacion,Accuracy,Accuracy_std,Sensitivity,Sensitivity_std,Specificity,Specificity_std,Precision,Precision_std,Score,Score_std,origen,posicion_arquitectura,mejor_resultado_arquitectura,seleccionada
251,16-3,2,SVM,DeepONMF_H2,0.9624,0.0099398189118312,0.906,0.0248495472795783,0.9765,0.0062123868198945,0.9065136455329008,0.0258118284129838,0.94125,0.0155309670497364,anterior,110,False,False
252,13-8-3,3,SVM,DeepONMF_H3,0.962,0.0052915026221291,0.905,0.0132287565553229,0.97625,0.0033071891388307,0.9071230987151048,0.0144056438577295,0.940625,0.0082679728470768,anterior,165,False,False
253,10-9-7-6-3,5,SVM,DeepONMF_H5,0.962,0.0118321595661991,0.905,0.0295803989154981,0.97625,0.0073950997288745,0.9069450052841088,0.0309511411745183,0.940625,0.0184877493221863,nueva_5_capas,193,False,False
254,12-5-4,3,SVM,DeepONMF_H3,0.962,0.0092736184954957,0.905,0.0231840462387391,0.97625,0.0057960115596847,0.9067108763516826,0.0241041768620216,0.940625,0.014490028899212,anterior,14,False,False
255,7-6-4-3,4,SVM,DeepONMF_H4,0.962,0.004,0.905,0.01,0.97625,0.0025,0.9066003142212958,0.0109674895241279,0.940625,0.0062499999999999,nueva_4_capas,83,False,False
256,17-4,2,SVM,DeepONMF_H2,0.962,0.0096953597148326,0.905,0.0242383992870815,0.97625,0.0060595998217704,0.906332455600508,0.0248996128372598,0.940625,0.015148999554426,anterior,87,False,False
257,15-3,2,SVM,DeepONMF_H2,0.962,0.0109544511501033,0.905,0.0273861278752582,0.97625,0.0068465319688145,0.9062803090089137,0.0282728100424835,0.940625,0.0171163299220364,anterior,39,False,False
258,15-10-5-2,4,SVM,DeepONMF_H4,0.962,0.0046904157598234,0.905,0.0117260393995586,0.97625,0.0029315098498896,0.9058944779389668,0.0126838839397843,0.940625,0.0073287746247241,nueva_4_capas,179,False,False
259,11-5-4,3,SVM,DeepONMF_H3,0.962,0.0083666002653407,0.905,0.0209165006633519,0.97625,0.0052291251658379,0.905688042727284,0.022500096645734,0.940625,0.0130728129145949,anterior,80,False,False
260,9-6-5-3,4,SVM,DeepONMF_H4,0.9616,0.0076681158050723,0.904,0.0191702895126808,0.976,0.0047925723781701,0.905942689816593,0.0211580003112033,0.94,0.0119814309454255,nueva_4_capas,35,False,False
261,12-9-3,3,SVM,DeepONMF_H3,0.9616,0.0051768716422178,0.904,0.0129421791055447,0.976,0.0032355447763862,0.9055715772682956,0.0135957056724853,0.94,0.0080888619409655,anterior,47,False,False
262,4-3,2,SVM,DeepONMF_H2,0.9616,0.0109909053312272,0.904,0.0274772633280681,0.976,0.006869315832017,0.9053742066656332,0.0287270008028486,0.94,0.0171732895800426,anterior,10,False,False
263,7-5-4-3,4,SVM,DeepONMF_H4,0.9616,0.009838699100999,0.904,0.0245967477524976,0.976,0.0061491869381244,0.9053651623723596,0.0262951382690102,0.94,0.015372967345311,anterior,118,False,False
264,9-4,2,SVM,DeepONMF_H2,0.9616,0.0106207344378814,0.904,0.0265518360947035,0.976,0.0066379590236759,0.9050254596256636,0.0284296341459053,0.94,0.0165948975591897,anterior,2,False,False
265,14-8-5-3,4,SVM,DeepONMF_H4,0.9616,0.0093166517590816,0.904,0.0232916293977042,0.976,0.005822907349426,0.9047425533385794,0.0237877951387236,0.94,0.0145572683735651,anterior,197,False,False
266,14-8-3,3,SVM,DeepONMF_H3,0.9612,0.0062609903369994,0.903,0.0156524758424985,0.97575,0.0039131189606246,0.9053962814909248,0.0169177467434173,0.939375,0.0097827974015615,anterior,147,False,False
267,6-4-3,3,SVM,DeepONMF_H3,0.9612,0.006572670690062,0.903,0.016431676725155,0.97575,0.0041079191812888,0.90517893420316,0.0175536502688908,0.939375,0.0102697979532218,anterior,101,False,False
268,6-4,2,SVM,DeepONMF_H2,0.9612,0.0067230945255885,0.903,0.0168077363139715,0.97575,0.0042019340784928,0.9049907952135464,0.0172014320449915,0.939375,0.0105048351962323,anterior,58,False,False
269,9-7-6-3,4,SVM,DeepONMF_H4,0.9612,0.0096540147089177,0.903,0.0241350367722943,0.97575,0.0060337591930735,0.9049676810457512,0.0259193131366538,0.939375,0.0150843979826839,nueva_4_capas,52,False,False
270,10-5-4,3,SVM,DeepONMF_H3,0.9612,0.0109178752511649,0.903,0.0272946881279123,0.97575,0.006823672031978,0.9049166630800052,0.029091332213559,0.939375,0.0170591800799452,anterior,44,False,False
271,10-9-7-5-2,5,SVM,DeepONMF_H5,0.9612,0.0059329587896765,0.903,0.0148323969741912,0.97575,0.0037080992435478,0.9048453584593212,0.015646109164501,0.939375,0.0092702481088695,nueva_5_capas,211,False,False
272,7-6-3,3,SVM,DeepONMF_H3,0.9612,0.0065726706900619,0.903,0.016431676725155,0.97575,0.0041079191812887,0.9040233537164007,0.0173418596445654,0.939375,0.0102697979532218,anterior,34,False,False
273,7-6-5-3,4,SVM,DeepONMF_H4,0.9608,0.006870225614927,0.902,0.0171755640373176,0.9755,0.0042938910093294,0.9049219845794072,0.0193312736176058,0.93875,0.0107347275233235,anterior,178,False,False
274,8-5-3,3,SVM,DeepONMF_H3,0.9608,0.0055856960175075,0.902,0.0139642400437689,0.9755,0.0034910600109422,0.904773149056212,0.0166773044888905,0.93875,0.0087276500273555,anterior,72,False,False
275,11-6-3,3,SVM,DeepONMF_H3,0.9608,0.0072938330115242,0.902,0.0182345825288104,0.9755,0.0045586456322026,0.9041804497688778,0.0193611672267214,0.93875,0.0113966140805065,anterior,96,False,False
276,5-3,2,SVM,DeepONMF_H2,0.9608,0.0064187226143525,0.902,0.0160468065358812,0.9755,0.0040117016339702,0.9037575684790424,0.0179478747691871,0.93875,0.0100292540849257,anterior,135,False,False
277,8-7-4-3,4,SVM,DeepONMF_H4,0.9608,0.0108258948821795,0.902,0.0270647372054486,0.9755,0.0067661843013622,0.9037088038229258,0.0288161417939897,0.93875,0.0169154607534054,nueva_4_capas,157,False,False
278,10-7-5-3,4,SVM,DeepONMF_H4,0.9608,0.009011104260855,0.902,0.0225277606521376,0.9755,0.0056319401630344,0.9035243231040464,0.0246218374479841,0.93875,0.014079850407586,nueva_4_capas,139,False,False
279,9-5,2,SVM,DeepONMF_H2,0.9608,0.0067230945255887,0.902,0.0168077363139716,0.9755,0.0042019340784929,0.9034827211017584,0.0174857393801448,0.93875,0.0105048351962322,anterior,19,False,False
280,10-6-3,3,SVM,DeepONMF_H3,0.9608,0.0096540147089177,0.902,0.0241350367722943,0.9755,0.0060337591930735,0.903445289022956,0.0259965574531814,0.93875,0.015084397982684,anterior,18,False,False
281,6-5-4-3-2,5,SVM,DeepONMF_H5,0.9608,0.0093380940239429,0.902,0.0233452350598575,0.9755,0.0058363087649644,0.9029146151475648,0.023769226438242,0.93875,0.0145907719124109,nueva_5_capas,223,False,False
282,7-4-3,3,SVM,DeepONMF_H3,0.9604,0.008173126696681,0.901,0.0204328167417025,0.9752500000000002,0.0051082041854256,0.903554306319417,0.0220544115836185,0.938125,0.012770510463564,anterior,74,False,False
283,8-5,2,SVM,DeepONMF_H2,0.9604,0.0109909053312272,0.901,0.0274772633280681,0.97525,0.006869315832017,0.903643266954726,0.0290538139142239,0.938125,0.0171732895800426,anterior,36,False,False
284,6-5-3,3,SVM,DeepONMF_H3,0.9604,0.0075365774725666,0.901,0.0188414436814167,0.97525,0.0047103609203541,0.9036430382240592,0.0203945073879845,0.938125,0.0117759023008855,anterior,143,False,False
285,9-8-5-3,4,SVM,DeepONMF_H4,0.9604,0.0065421708935184,0.901,0.0163554272337961,0.97525,0.004088856808449,0.9024965393697696,0.0183148238992215,0.938125,0.0102221420211226,nueva_4_capas,89,False,False
286,17-10-3,3,SVM,DeepONMF_H3,0.9604,0.0071274118724822,0.901,0.0178185296812054,0.97525,0.0044546324203013,0.9021488701966623,0.0184795277451459,0.938125,0.0111365810507534,anterior,76,False,False
287,8-6-4,3,SVM,DeepONMF_H3,0.9604,0.0096332756630338,0.901,0.0240831891575845,0.97525,0.0060207972893961,0.9017661111358158,0.0249459426019744,0.938125,0.0150519932234903,anterior,45,False,False
288,10-4,2,SVM,DeepONMF_H2,0.96,0.0074833147735478,0.9,0.0187082869338697,0.975,0.0046770717334674,0.9033422919958624,0.0207589769787692,0.9375,0.0116926793336685,anterior,105,False,False
289,20-19-4-3-2,5,SVM,DeepONMF_H5,0.96,0.0106770782520312,0.9,0.0266926956300782,0.975,0.0066731739075195,0.903182564575593,0.0249571366211475,0.9375,0.0166829347687989,nueva_5_capas,206,False,False
290,10-8-6-4,4,SVM,DeepONMF_H4,0.96,0.0066332495807108,0.9,0.0165831239517769,0.975,0.0041457809879441,0.9030323777747782,0.0173782669941182,0.9375,0.0103644524698606,anterior,138,False,False
291,12-8-4,3,SVM,DeepONMF_H3,0.96,0.0101980390271855,0.9,0.0254950975679639,0.975,0.0063737743919909,0.9030017603589064,0.0252730493638015,0.9375,0.0159344359799774,anterior,100,False,False
292,10-8-4,3,SVM,DeepONMF_H3,0.96,0.0097979589711326,0.9,0.0244948974278318,0.975,0.0061237243569579,0.9018088902274592,0.0273473482537733,0.9375,0.0153093108923948,anterior,124,False,False
293,6-5,2,SVM,DeepONMF_H2,0.96,0.0095916630466254,0.9,0.0239791576165635,0.975,0.0059947894041408,0.9017439159960644,0.0246899867238966,0.9375,0.0149869735103522,anterior,49,False,False
294,12-10-9-6-4,5,SVM,DeepONMF_H5,0.96,0.0078740078740117,0.9,0.0196850196850294,0.975,0.0049212549212574,0.9015373576142992,0.0211748001931168,0.9375,0.0123031373031434,nueva_5_capas,133,False,False
295,16-4,2,SVM,DeepONMF_H2,0.96,0.0088317608663277,0.9,0.0220794021658196,0.975,0.0055198505414549,0.901420934847724,0.023854116754488,0.9375,0.0137996263536372,anterior,15,False,False
296,10-9-6-5-3,5,SVM,DeepONMF_H5,0.96,0.0092736184954956,0.9,0.0231840462387393,0.975,0.0057960115596848,0.9011605067798732,0.0245958235133495,0.9375,0.014490028899212,nueva_5_capas,156,False,False
297,20-19-3-2,4,SVM,DeepONMF_H4,0.96,0.0105830052442583,0.9,0.0264575131106459,0.975,0.0066143782776614,0.9011440743092336,0.0274328357865329,0.9375,0.0165359456941537,nueva_4_capas,225,False,False
298,20-19-18-17-2,5,SVM,DeepONMF_H5,0.96,0.0077459666924148,0.9,0.019364916731037,0.975,0.0048412291827592,0.9009667522213708,0.0207032436163465,0.9375,0.0121030729568981,nueva_5_capas,222,False,False
299,11-5-3,3,SVM,DeepONMF_H3,0.96,0.0093808315196468,0.9,0.0234520787991171,0.975,0.0058630196997791,0.9007591684663688,0.024633354306324,0.9375,0.0146575492494482,anterior,51,False,False
300,10-8-5-4,4,SVM,DeepONMF_H4,0.9596,0.0088769364084688,0.899,0.0221923410211721,0.97475,0.005548085255293,0.9014973422690368,0.0252244954300086,0.936875,0.0138702131382326,nueva_4_capas,201,False,False
301,10-9-7-4-3,5,SVM,DeepONMF_H5,0.9596,0.0071274118724821,0.899,0.0178185296812054,0.97475,0.0044546324203013,0.9013231023414924,0.0198952704770507,0.936875,0.0111365810507534,nueva_5_capas,166,False,False
302,15-4,2,SVM,DeepONMF_H2,0.9596,0.009838699100999,0.899,0.0245967477524976,0.97475,0.0061491869381243,0.9013170109859188,0.0255393066551373,0.936875,0.015372967345311,anterior,172,False,False
303,9-6-3,3,SVM,DeepONMF_H3,0.9596,0.0089888820216976,0.899,0.0224722050542441,0.97475,0.0056180512635611,0.9004514270677004,0.0237144626545087,0.936875,0.0140451281589026,anterior,92,False,False
304,16-15-14-13-2,5,SVM,DeepONMF_H5,0.9596,0.0065421708935184,0.899,0.0163554272337962,0.97475,0.004088856808449,0.9003300221188688,0.0158363756108346,0.936875,0.0102221420211225,nueva_5_capas,210,False,False
305,16-15-14-3-2,5,SVM,DeepONMF_H5,0.9596,0.0071274118724821,0.899,0.0178185296812054,0.97475,0.0044546324203013,0.9002737712956609,0.0173032677029927,0.936875,0.0111365810507534,nueva_5_capas,169,False,False
306,8-6-5-3,4,SVM,DeepONMF_H4,0.9596,0.0095289033996572,0.899,0.0238222584991432,0.97475,0.0059555646247857,0.8998083081485155,0.0259693267963016,0.936875,0.0148889115619645,nueva_4_capas,62,False,False
307,16-15-14-2,4,SVM,DeepONMF_H4,0.9596,0.0074027022093287,0.899,0.0185067555233217,0.97475,0.0046266888808303,0.8997950141972961,0.0190893974490174,0.936875,0.011566722202076,nueva_4_capas,180,False,False
308,10-7-6-4,4,SVM,DeepONMF_H4,0.9595999999999998,0.008414273587185,0.8989999999999998,0.0210356839679626,0.97475,0.0052589209919907,0.9016945316560058,0.0225353790648786,0.936875,0.0131473024799766,nueva_4_capas,183,False,False
309,14-11-8-6-3,5,SVM,DeepONMF_H5,0.9592,0.0103537432844358,0.898,0.0258843582110895,0.9745,0.0064710895527724,0.8992355407414653,0.0259577384274281,0.93625,0.016177723881931,nueva_5_capas,208,False,False
310,20-19-18-2,4,SVM,DeepONMF_H4,0.9592,0.0072938330115242,0.8979999999999999,0.0182345825288104,0.9745,0.0045586456322026,0.8998694733334851,0.0188839539803294,0.93625,0.0113966140805065,nueva_4_capas,218,False,False
311,16-8-3,3,SVM,DeepONMF_H3,0.9591999999999998,0.0072938330115241,0.898,0.0182345825288104,0.9745,0.0045586456322026,0.9003180995063648,0.0191658939764414,0.93625,0.0113966140805065,anterior,131,False,False
312,9-7-4-3,4,SVM,DeepONMF_H4,0.9591999999999998,0.0083186537372341,0.898,0.0207966343430854,0.9745,0.0051991585857713,0.8993991679792286,0.022412681861028,0.93625,0.0129978964644284,nueva_4_capas,207,False,False
313,11-8-3,3,SVM,DeepONMF_H3,0.9588,0.0095498691090506,0.8969999999999999,0.0238746727726266,0.97425,0.0059686681931566,0.8988348509876453,0.0254162492424247,0.9356250000000002,0.0149216704828916,anterior,146,False,False
314,7-4,2,SVM,DeepONMF_H2,0.9588,0.0087863530545955,0.897,0.0219658826364888,0.9742500000000002,0.0054914706591221,0.8985228373511189,0.0234077700374826,0.935625,0.0137286766478054,anterior,9,False,False
315,11-7,2,SVM,DeepONMF_H2,0.9588,0.0052153619241621,0.897,0.0130384048104053,0.97425,0.0032596012026013,0.8998155630512057,0.0141355406662745,0.935625,0.0081490030065032,anterior,33,False,False
316,17-7,2,SVM,DeepONMF_H2,0.9588,0.0090111042608549,0.897,0.0225277606521375,0.97425,0.0056319401630344,0.8997062504980697,0.0224764249388945,0.935625,0.014079850407586,anterior,63,False,False
317,20-19-18-10-2,5,UjaNet,DeepONMF_H5,0.9588,0.0087863530545954,0.897,0.0219658826364888,0.97425,0.0054914706591221,0.8996390914942328,0.0212850568284277,0.935625,0.0137286766478054,nueva_5_capas,230,True,False
318,7-5,2,SVM,DeepONMF_H2,0.9588,0.0096540147089177,0.897,0.0241350367722943,0.97425,0.0060337591930736,0.8995186624118926,0.0257686813679242,0.935625,0.015084397982684,anterior,26,False,False
319,5-4,2,SVM,DeepONMF_H2,0.9588,0.0048166378315169,0.897,0.0120415945787922,0.97425,0.003010398644698,0.8994947020892573,0.0149627779473509,0.935625,0.0075259966117451,anterior,144,False,False
320,9-6,2,SVM,DeepONMF_H2,0.9588,0.009121403400793,0.897,0.0228035085019827,0.97425,0.0057008771254957,0.8994736783944541,0.0234945908175244,0.935625,0.0142521928137391,anterior,81,False,False
321,13-4,2,SVM,DeepONMF_H2,0.9588,0.0081975606127676,0.897,0.020493901531919,0.97425,0.0051234753829798,0.8991806550375825,0.0213629833865941,0.935625,0.0128086884574495,anterior,68,False,False
322,12-5,2,SVM,DeepONMF_H2,0.9588,0.0071554175279992,0.8969999999999999,0.0178885438199982,0.97425,0.0044721359549996,0.8991772804254913,0.0186334759411292,0.935625,0.0111803398874989,anterior,77,False,False
323,12-8-3,3,SVM,DeepONMF_H3,0.9588,0.0087863530545955,0.8969999999999999,0.0219658826364887,0.97425,0.0054914706591222,0.8990330683456212,0.0234470825398722,0.935625,0.0137286766478054,anterior,127,False,False
324,20-13-3-2,4,SVM,DeepONMF_H4,0.9588,0.0101587400793602,0.8969999999999999,0.0253968501984006,0.97425,0.0063492125496001,0.8980433216851414,0.0258864494167265,0.935625,0.0158730313740003,nueva_4_capas,161,False,False
325,8-4,2,SVM,DeepONMF_H2,0.9584,0.0077974354758471,0.8960000000000001,0.0194935886896179,0.974,0.0048733971724044,0.8984984645147858,0.0209334816435241,0.935,0.0121834929310112,anterior,23,False,False
326,10-8-6-3,4,SVM,DeepONMF_H4,0.9584,0.0102371871136557,0.8960000000000001,0.0255929677841394,0.974,0.0063982419460349,0.8982877193020418,0.0273580530025764,0.935,0.0159956048650872,nueva_4_capas,94,False,False
327,10-6,2,SVM,DeepONMF_H2,0.9584,0.0068410525505948,0.8960000000000001,0.017102631376487,0.974,0.0042756578441217,0.8982189098922774,0.0177858853948948,0.935,0.0106891446103043,anterior,64,False,False
328,15-6,2,SVM,DeepONMF_H2,0.9584,0.0093166517590816,0.8960000000000001,0.0232916293977042,0.974,0.005822907349426,0.8982014597844561,0.0250499485842124,0.935,0.0145572683735651,anterior,24,False,False
329,14-6,2,SVM,DeepONMF_H2,0.9584,0.008173126696681,0.8960000000000001,0.0204328167417025,0.974,0.0051082041854256,0.8977054530266949,0.0216046914722478,0.935,0.012770510463564,anterior,82,False,False
330,15-8-3,3,SVM,DeepONMF_H3,0.9584,0.0125219806739988,0.8959999999999999,0.031304951684997,0.974,0.0078262379212493,0.8986866271984194,0.0327093837320375,0.935,0.0195655948031231,anterior,66,False,False
331,8-4-3,3,SVM,DeepONMF_H3,0.9584,0.0060663003552412,0.8959999999999999,0.015165750888103,0.974,0.0037914377220257,0.8982432077261177,0.017114351067893,0.935,0.0094785943050643,anterior,50,False,False
332,14-9,2,SVM,DeepONMF_H2,0.9584,0.0049799598391955,0.8959999999999999,0.0124498995979887,0.974,0.0031124748994971,0.8981148317908911,0.0151337107790519,0.935,0.0077811872487429,anterior,57,False,False
333,9-5-4,3,SVM,DeepONMF_H3,0.9584,0.0071274118724821,0.8959999999999999,0.0178185296812054,0.974,0.0044546324203013,0.8979351177724861,0.0208413878546827,0.935,0.0111365810507534,anterior,48,False,False
334,11-7-4,3,SVM,DeepONMF_H3,0.9584,0.0093166517590816,0.8959999999999999,0.0232916293977042,0.974,0.0058229073494261,0.8973314256399284,0.0252030679037472,0.935,0.0145572683735651,anterior,60,False,False
335,9-8-4,3,SVM,DeepONMF_H3,0.958,0.0061644140029689,0.8950000000000001,0.0154110350074224,0.97375,0.0038527587518556,0.8965699564331813,0.0165829354995474,0.934375,0.009631896879639,anterior,114,False,False
336,10-5,2,SVM,DeepONMF_H2,0.958,0.0046904157598234,0.8949999999999999,0.0117260393995586,0.97375,0.0029315098498896,0.8985262323176182,0.0132268596397556,0.934375,0.0073287746247241,anterior,43,False,False
337,13-5,2,SVM,DeepONMF_H2,0.958,0.0028284271247462,0.8949999999999999,0.0070710678118654,0.97375,0.0017677669529663,0.8982809962578863,0.010010631839867,0.934375,0.0044194173824159,anterior,11,False,False
338,8-7-6-3,4,SVM,DeepONMF_H4,0.958,0.0087177978870813,0.8949999999999999,0.0217944947177033,0.97375,0.0054486236794258,0.897204526044342,0.0240402601515999,0.934375,0.0136215591985645,nueva_4_capas,184,False,False
339,9-7-3,3,SVM,DeepONMF_H3,0.958,0.0076157731058639,0.8949999999999999,0.0190394327646597,0.97375,0.0047598581911649,0.8967856324575774,0.0214664648276352,0.934375,0.0118996454779123,anterior,37,False,False
340,8-7-5-4,4,SVM,DeepONMF_H4,0.958,0.0089442719099991,0.8949999999999999,0.0223606797749979,0.97375,0.0055901699437493,0.8965451119605383,0.0235737669103157,0.934375,0.0139754248593736,nueva_4_capas,152,False,False
341,17-13-3,3,SVM,DeepONMF_H3,0.958,0.0092736184954956,0.8949999999999999,0.0231840462387392,0.97375,0.0057960115596848,0.8963179154534799,0.0254129381915671,0.934375,0.014490028899212,anterior,129,False,False
342,6-5-4-3,4,SVM,DeepONMF_H4,0.958,0.0109544511501033,0.8949999999999999,0.0273861278752582,0.97375,0.0068465319688145,0.8956731981621502,0.0281737620903693,0.934375,0.0171163299220364,nueva_4_capas,98,False,False
343,13-5-4,3,SVM,DeepONMF_H3,0.9576,0.0090994505328618,0.8940000000000001,0.0227486263321547,0.9735,0.0056871565830386,0.8955620749121301,0.0248220704642423,0.93375,0.0142178914575966,anterior,69,False,False
344,13-6,2,SVM,DeepONMF_H2,0.9576,0.0068410525505947,0.8939999999999999,0.0171026313764871,0.9735,0.0042756578441217,0.8966472259659064,0.0177008693745518,0.93375,0.0106891446103044,anterior,112,False,False
345,15-7,2,SVM,DeepONMF_H2,0.9576,0.0081731266966809,0.8939999999999999,0.0204328167417026,0.9735,0.0051082041854256,0.8958343951417731,0.021639097412499,0.93375,0.0127705104635641,anterior,17,False,False
346,14-11-8-3,4,SVM,DeepONMF_H4,0.9576,0.0062289646009589,0.8939999999999999,0.0155724115023973,0.9735,0.0038931028755993,0.8956775958996703,0.0170456763247618,0.93375,0.0097327571889984,anterior,220,False,False
347,12-6,2,SVM,DeepONMF_H2,0.9576,0.008173126696681,0.8939999999999999,0.0204328167417026,0.9735,0.0051082041854256,0.8956678894852036,0.0216238776326258,0.93375,0.0127705104635641,anterior,13,False,False
348,11-9-7-5-3,5,SVM,DeepONMF_H5,0.9576,0.0071274118724822,0.8939999999999999,0.0178185296812054,0.9735,0.0044546324203013,0.8952765547091674,0.0187620685429522,0.93375,0.0111365810507534,nueva_5_capas,125,False,False
349,12-4,2,SVM,DeepONMF_H2,0.9576,0.0089888820216976,0.8939999999999999,0.0224722050542442,0.9735,0.005618051263561,0.8950891512848133,0.0232924983734672,0.93375,0.0140451281589026,anterior,30,False,False
350,11-5,2,SVM,DeepONMF_H2,0.9576,0.005899152481501,0.8939999999999999,0.0147478812037526,0.9735,0.0036869703009381,0.8949193953171879,0.0159473429884848,0.93375,0.0092174257523453,anterior,164,False,False
351,9-8,2,SVM,DeepONMF_H2,0.9572,0.0038987177379235,0.893,0.009746794344809,0.97325,0.0024366985862023,0.8975322665538441,0.011821344028357,0.933125,0.0060917464655055,anterior,5,False,False
352,7-5-4,3,SVM,DeepONMF_H3,0.9572,0.0052153619241621,0.893,0.0130384048104052,0.97325,0.0032596012026013,0.8962145933933284,0.0142422573280444,0.933125,0.0081490030065033,anterior,106,False,False
353,12-9-6,3,SVM,DeepONMF_H3,0.9572,0.0054037024344425,0.893,0.0135092560861063,0.97325,0.0033773140215265,0.8962126401161541,0.0142945573294244,0.933125,0.0084432850538164,anterior,120,False,False
354,9-8-6-4,4,SVM,DeepONMF_H4,0.9572,0.0054037024344424,0.893,0.0135092560861062,0.97325,0.0033773140215265,0.895603842327521,0.0152232623726704,0.933125,0.0084432850538164,nueva_4_capas,85,False,False
355,16-11-4,3,SVM,DeepONMF_H3,0.9572,0.009859006035093,0.893,0.0246475150877325,0.97325,0.0061618787719331,0.8952841002714585,0.0257432633816641,0.933125,0.0154046969298327,anterior,192,False,False
356,10-8-6,3,SVM,DeepONMF_H3,0.9572,0.0084380092438915,0.893,0.021095023109729,0.97325,0.0052737557774322,0.8951427702038156,0.0219104419292076,0.933125,0.0131843894435806,anterior,29,False,False
357,20-19-12-2,4,SVM,DeepONMF_H4,0.9572,0.009121403400793,0.893,0.0228035085019828,0.97325,0.0057008771254957,0.894670612696757,0.0220829405618675,0.933125,0.0142521928137392,nueva_4_capas,215,False,False
358,11-8-4,3,SVM,DeepONMF_H3,0.9572,0.0100598210719673,0.893,0.0251495526799186,0.97325,0.0062873881699797,0.8940587901247717,0.0267286555392343,0.933125,0.0157184704249491,anterior,84,False,False
359,10-6-4,3,SVM,DeepONMF_H3,0.9568,0.0083186537372342,0.892,0.0207966343430854,0.973,0.0051991585857713,0.8951278959573938,0.0217275256838564,0.9325,0.0129978964644283,anterior,188,False,False
360,8-6-3,3,SVM,DeepONMF_H3,0.9568,0.0054037024344424,0.892,0.0135092560861062,0.973,0.0033773140215265,0.8950168321197772,0.0151763298198514,0.9325,0.0084432850538164,anterior,126,False,False
361,12-9-8-6-4,5,SVM,DeepONMF_H5,0.9568,0.003633180424917,0.892,0.0090829510622925,0.973,0.0022707377655731,0.8949947671353728,0.0106758755533045,0.9325,0.0056768444139327,nueva_5_capas,102,False,False
362,14-7,2,SVM,DeepONMF_H2,0.9568,0.0059329587896765,0.892,0.0148323969741912,0.973,0.0037080992435477,0.8947721258609495,0.0158280049819498,0.9325,0.0092702481088695,anterior,27,False,False
363,14-10-8-6-4,5,SVM,DeepONMF_H5,0.9568,0.0105451410611712,0.892,0.0263628526529281,0.973,0.006590713163232,0.8939750995612302,0.0281734289859636,0.9325,0.01647678290808,nueva_5_capas,224,False,False
364,8-5-4-3,4,SVM,DeepONMF_H4,0.9568,0.006870225614927,0.892,0.0171755640373176,0.973,0.0042938910093294,0.8937253037397074,0.019047367069526,0.9325,0.0107347275233235,nueva_4_capas,182,False,False
365,10-9-7-5-3,5,SVM,DeepONMF_H5,0.9568,0.0096540147089176,0.892,0.0241350367722943,0.973,0.0060337591930736,0.8935001079949441,0.0254974267026655,0.9325,0.0150843979826839,anterior,170,False,False
366,11-6,2,SVM,DeepONMF_H2,0.9568,0.0022803508501983,0.892,0.0057008771254956,0.973,0.0014252192813739,0.8933793958766995,0.0065065964693379,0.9325,0.0035630482034347,anterior,95,False,False
367,14-11-8-6-4,5,SVM,DeepONMF_H5,0.9568,0.0086717933554715,0.892,0.0216794833886788,0.973,0.0054198708471696,0.8930885558853815,0.0234999299565638,0.9325,0.0135496771179242,anterior,176,False,False
368,14-8,2,SVM,DeepONMF_H2,0.9564,0.0038470768123342,0.891,0.0096176920308357,0.97275,0.0024044230077088,0.895139624622679,0.0124510312490769,0.931875,0.0060110575192723,anterior,6,False,False
369,7-6-5-4,4,SVM,DeepONMF_H4,0.9564,0.0104307238483241,0.891,0.0260768096208105,0.97275,0.0065192024052026,0.893644138186225,0.0267296241929149,0.931875,0.0162980060130066,nueva_4_capas,195,False,False
370,17-11-4,3,SVM,DeepONMF_H3,0.9564,0.0090994505328618,0.891,0.0227486263321546,0.97275,0.0056871565830386,0.8936112388430967,0.0233987933859676,0.931875,0.0142178914575966,anterior,108,False,False
371,20-8-7-6,4,SVM,DeepONMF_H4,0.9564,0.005899152481501,0.891,0.0147478812037526,0.97275,0.0036869703009381,0.8932368412888406,0.016893285095554,0.931875,0.0092174257523453,nueva_4_capas,59,False,False
372,14-9-5,3,SVM,DeepONMF_H3,0.9564,0.0079246451024635,0.891,0.0198116127561589,0.97275,0.0049529031890397,0.8925646066139912,0.0205537690252507,0.931875,0.0123822579725993,anterior,181,False,False
373,13-7,2,SVM,DeepONMF_H2,0.956,0.0093808315196468,0.89,0.0234520787991171,0.9725,0.0058630196997793,0.8934801430247703,0.0250222049432452,0.93125,0.0146575492494482,anterior,70,False,False
374,12-10-8-5-4,5,SVM,DeepONMF_H5,0.956,0.0058309518948453,0.89,0.0145773797371133,0.9725,0.0036443449342783,0.8931560012286595,0.018687513825045,0.93125,0.0091108623356957,nueva_5_capas,65,False,False
375,12-7,2,SVM,DeepONMF_H2,0.956,0.0031622776601683,0.89,0.0079056941504208,0.9725,0.0019764235376052,0.8926121373898841,0.0097823036778624,0.93125,0.004941058844013,anterior,21,False,False
376,12-10-7-4,4,SVM,DeepONMF_H4,0.956,0.0050990195135927,0.89,0.0127475487839819,0.9725,0.0031868871959954,0.8925533378924728,0.0145973010367658,0.93125,0.0079672179899887,anterior,109,False,False
377,16-10,2,SVM,DeepONMF_H2,0.956,0.0101980390271854,0.89,0.0254950975679639,0.9725,0.006373774391991,0.8921731152546807,0.0263777452435356,0.93125,0.0159344359799774,anterior,4,False,False
