distribucion,numero_capas,clasificador,representacion,fold,clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
10-11,2,KNN,DeepONMF_H2,1,PROMEDIO_MACRO,149,749,51,51,0.898,0.745,0.93625,0.8209152080119821,0.840625,200
10-11,2,KNN,DeepONMF_H2,2,PROMEDIO_MACRO,143,743,57,57,0.8859999999999999,0.7150000000000001,0.92875,0.7644620569017853,0.821875,200
10-11,2,KNN,DeepONMF_H2,3,PROMEDIO_MACRO,139,739,61,61,0.8779999999999999,0.6950000000000001,0.92375,0.7556149706457925,0.809375,200
10-11,2,KNN,DeepONMF_H2,4,PROMEDIO_MACRO,151,751,49,49,0.902,0.755,0.93875,0.7960796387520526,0.846875,200
10-11,2,KNN,DeepONMF_H2,5,PROMEDIO_MACRO,138,738,62,62,0.876,0.69,0.9225,0.7674316145701688,0.80625,200
10-11,2,KNN,DeepONMF_W,1,PROMEDIO_MACRO,95,695,105,105,0.7899999999999999,0.475,0.86875,0.4999261368510451,0.671875,200
10-11,2,KNN,DeepONMF_W,2,PROMEDIO_MACRO,91,691,109,109,0.782,0.455,0.8637499999999999,0.446518643463092,0.659375,200
10-11,2,KNN,DeepONMF_W,3,PROMEDIO_MACRO,106,706,94,94,0.8119999999999999,0.53,0.8825,0.5594656490776642,0.70625,200
10-11,2,KNN,DeepONMF_W,4,PROMEDIO_MACRO,97,697,103,103,0.7939999999999999,0.485,0.8712500000000001,0.5011443476903438,0.678125,200
10-11,2,KNN,DeepONMF_W,5,PROMEDIO_MACRO,97,697,103,103,0.7939999999999999,0.485,0.8712500000000001,0.5110615901455767,0.678125,200
10-11,2,SVM,DeepONMF_H2,1,PROMEDIO_MACRO,178,778,22,22,0.956,0.89,0.9725,0.8980119615413733,0.93125,200
10-11,2,SVM,DeepONMF_H2,2,PROMEDIO_MACRO,178,778,22,22,0.956,0.89,0.9725,0.8914771136722356,0.93125,200
