,N,AS,MR,MS,MVP
N,98.0,0.0,1.5,0.0,0.5
AS,0.0,95.0,3.0,0.0,2.0
MR,0.0,0.5,96.5,2.0,1.0
MS,0.5,2.0,2.0,92.5,3.0
MVP,0.0,1.0,2.5,2.5,94.0
