base,representacion,fold,clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
SNR_5db,DeepONMF_H1_opt_original,1,PROMEDIO_MACRO,2,17,3,3,0.76,0.4,0.85,0.16666666666666666,0.625,5
SNR_5db,DeepONMF_H1_opt_original,2,PROMEDIO_MACRO,1,16,4,4,0.6799999999999999,0.2,0.8,0.06666666666666667,0.5,5
