distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
5-3,2,KNN,DeepONMF_H2,1,158,37,3,2,0.975,0.9875,0.925,0.9813664596273292,0.95625
5-3,2,KNN,DeepONMF_H2,2,158,37,3,2,0.975,0.9875,0.925,0.9813664596273292,0.95625
5-3,2,KNN,DeepONMF_H2,3,157,35,5,3,0.96,0.98125,0.875,0.9691358024691358,0.928125
5-3,2,KNN,DeepONMF_H2,4,159,33,7,1,0.96,0.99375,0.825,0.9578313253012049,0.909375
5-3,2,KNN,DeepONMF_H2,5,159,33,7,1,0.96,0.99375,0.825,0.9578313253012049,0.909375
5-3,2,KNN,DeepONMF_W,1,150,36,4,10,0.93,0.9375,0.9,0.974025974025974,0.91875
5-3,2,KNN,DeepONMF_W,2,141,37,3,19,0.89,0.88125,0.925,0.9791666666666666,0.903125
5-3,2,KNN,DeepONMF_W,3,147,35,5,13,0.91,0.91875,0.875,0.9671052631578947,0.896875
5-3,2,KNN,DeepONMF_W,4,147,35,5,13,0.91,0.91875,0.875,0.9671052631578947,0.896875
5-3,2,KNN,DeepONMF_W,5,147,32,8,13,0.895,0.91875,0.8,0.9483870967741935,0.859375
5-3,2,SVM,DeepONMF_H2,1,157,38,2,3,0.975,0.98125,0.95,0.9874213836477987,0.965625
5-3,2,SVM,DeepONMF_H2,2,157,40,0,3,0.985,0.98125,1.0,1.0,0.990625
5-3,2,SVM,DeepONMF_H2,3,154,36,4,6,0.95,0.9625,0.9,0.9746835443037974,0.93125
5-3,2,SVM,DeepONMF_H2,4,156,35,5,4,0.955,0.975,0.875,0.968944099378882,0.925
5-3,2,SVM,DeepONMF_H2,5,159,38,2,1,0.985,0.99375,0.95,0.9875776397515528,0.971875
5-3,2,SVM,DeepONMF_W,1,145,38,2,15,0.915,0.90625,0.95,0.9863945578231292,0.928125
5-3,2,SVM,DeepONMF_W,2,143,38,2,17,0.905,0.89375,0.95,0.9862068965517241,0.921875
5-3,2,SVM,DeepONMF_W,3,147,37,3,13,0.92,0.91875,0.925,0.98,0.921875
5-3,2,SVM,DeepONMF_W,4,144,38,2,16,0.91,0.9,0.95,0.9863013698630136,0.925
5-3,2,SVM,DeepONMF_W,5,147,36,4,13,0.915,0.91875,0.9,0.9735099337748344,0.909375
5-3,2,UjaNet,DeepONMF_H2,1,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
5-3,2,UjaNet,DeepONMF_H2,2,159,40,0,1,0.995,0.99375,1.0,1.0,0.996875
5-3,2,UjaNet,DeepONMF_H2,3,158,38,2,2,0.98,0.9875,0.95,0.9875,0.96875
5-3,2,UjaNet,DeepONMF_H2,4,157,39,1,3,0.98,0.98125,0.975,0.9936708860759493,0.9781249999999999
5-3,2,UjaNet,DeepONMF_H2,5,160,40,0,0,1.0,1.0,1.0,1.0,1.0
5-3,2,UjaNet,DeepONMF_W,1,153,36,4,7,0.945,0.95625,0.9,0.9745222929936306,0.9281250000000001
5-3,2,UjaNet,DeepONMF_W,2,159,34,6,1,0.965,0.99375,0.85,0.9636363636363636,0.921875
5-3,2,UjaNet,DeepONMF_W,3,151,36,4,9,0.935,0.94375,0.9,0.9741935483870968,0.921875
5-3,2,UjaNet,DeepONMF_W,4,156,39,1,4,0.975,0.975,0.975,0.9936305732484076,0.975
5-3,2,UjaNet,DeepONMF_W,5,159,35,5,1,0.97,0.99375,0.875,0.9695121951219512,0.934375
