distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
16-7,2,KNN,DeepONMF_H2,1,159,36,4,1,0.975,0.99375,0.9,0.9754601226993865,0.946875
16-7,2,KNN,DeepONMF_H2,2,158,37,3,2,0.975,0.9875,0.925,0.9813664596273292,0.95625
16-7,2,KNN,DeepONMF_H2,3,155,32,8,5,0.935,0.96875,0.8,0.950920245398773,0.884375
16-7,2,KNN,DeepONMF_H2,4,155,34,6,5,0.945,0.96875,0.85,0.9627329192546584,0.909375
16-7,2,KNN,DeepONMF_H2,5,158,35,5,2,0.965,0.9875,0.875,0.9693251533742331,0.93125
16-7,2,KNN,DeepONMF_W,1,141,35,5,19,0.88,0.88125,0.875,0.9657534246575342,0.878125
16-7,2,KNN,DeepONMF_W,2,142,31,9,18,0.865,0.8875,0.775,0.9403973509933775,0.83125
16-7,2,KNN,DeepONMF_W,3,142,34,6,18,0.88,0.8875,0.85,0.9594594594594594,0.8687499999999999
16-7,2,KNN,DeepONMF_W,4,140,34,6,20,0.87,0.875,0.85,0.958904109589041,0.8625
16-7,2,KNN,DeepONMF_W,5,148,30,10,12,0.89,0.925,0.75,0.9367088607594937,0.8375
16-7,2,SVM,DeepONMF_H2,1,158,38,2,2,0.98,0.9875,0.95,0.9875,0.96875
16-7,2,SVM,DeepONMF_H2,2,156,39,1,4,0.975,0.975,0.975,0.9936305732484076,0.975
16-7,2,SVM,DeepONMF_H2,3,155,37,3,5,0.96,0.96875,0.925,0.9810126582278481,0.946875
16-7,2,SVM,DeepONMF_H2,4,156,36,4,4,0.96,0.975,0.9,0.975,0.9375
16-7,2,SVM,DeepONMF_H2,5,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
16-7,2,SVM,DeepONMF_W,1,145,39,1,15,0.92,0.90625,0.975,0.9931506849315068,0.940625
16-7,2,SVM,DeepONMF_W,2,145,34,6,15,0.895,0.90625,0.85,0.9602649006622517,0.878125
16-7,2,SVM,DeepONMF_W,3,147,36,4,13,0.915,0.91875,0.9,0.9735099337748344,0.909375
16-7,2,SVM,DeepONMF_W,4,145,38,2,15,0.915,0.90625,0.95,0.9863945578231292,0.928125
16-7,2,SVM,DeepONMF_W,5,147,37,3,13,0.92,0.91875,0.925,0.98,0.921875
16-7,2,UjaNet,DeepONMF_H2,1,160,40,0,0,1.0,1.0,1.0,1.0,1.0
16-7,2,UjaNet,DeepONMF_H2,2,160,39,1,0,0.995,1.0,0.975,0.9937888198757764,0.9875
16-7,2,UjaNet,DeepONMF_H2,3,159,40,0,1,0.995,0.99375,1.0,1.0,0.996875
16-7,2,UjaNet,DeepONMF_H2,4,158,36,4,2,0.97,0.9875,0.9,0.9753086419753086,0.9437500000000001
16-7,2,UjaNet,DeepONMF_H2,5,160,39,1,0,0.995,1.0,0.975,0.9937888198757764,0.9875
16-7,2,UjaNet,DeepONMF_W,1,159,38,2,1,0.985,0.99375,0.95,0.9875776397515528,0.971875
16-7,2,UjaNet,DeepONMF_W,2,158,38,2,2,0.98,0.9875,0.95,0.9875,0.96875
16-7,2,UjaNet,DeepONMF_W,3,158,36,4,2,0.97,0.9875,0.9,0.9753086419753086,0.9437500000000001
16-7,2,UjaNet,DeepONMF_W,4,157,39,1,3,0.98,0.98125,0.975,0.9936708860759493,0.9781249999999999
16-7,2,UjaNet,DeepONMF_W,5,157,36,4,3,0.965,0.98125,0.9,0.9751552795031055,0.940625
