,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,37,0,0,3,0
real_AS,0,30,2,6,2
real_MR,0,5,27,7,1
real_MS,1,3,0,35,1
real_MVP,10,4,1,2,23
