,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,36,0,0,3,1
real_AS,0,35,2,3,0
real_MR,0,2,35,3,0
real_MS,0,13,1,26,0
real_MVP,0,8,3,3,26
