,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,38,0,0,2,0
real_AS,0,27,3,10,0
real_MR,0,2,34,4,0
real_MS,0,7,1,32,0
real_MVP,1,9,2,1,27
