clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
N,38,159,1,2,0.985,0.95,0.99375,0.9743589743589743,0.971875,40
AS,27,142,18,13,0.845,0.675,0.8875,0.6,0.78125,40
MR,34,154,6,6,0.94,0.85,0.9625,0.85,0.90625,40
MS,32,143,17,8,0.875,0.8,0.89375,0.6530612244897959,0.846875,40
MVP,27,160,0,13,0.935,0.675,1.0,1.0,0.8375,40
PROMEDIO_MACRO,158,758,42,42,0.916,0.79,0.9475,0.815484039769754,0.86875,200
