,N,AS,MR,MS,MVP
N,95.0,0.0,1.0,0.0,4.0
AS,0.0,95.5,1.0,0.5,3.0
MR,1.0,4.0,92.0,2.5,0.5
MS,0.5,0.0,0.5,94.0,5.0
MVP,4.0,6.0,1.0,2.5,86.5
