clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
N,40,159,1,0,0.995,1.0,0.99375,0.975609756097561,0.996875,40
AS,39,157,3,1,0.98,0.975,0.98125,0.9285714285714286,0.9781249999999999,40
MR,37,160,0,3,0.985,0.925,1.0,1.0,0.9625,40
MS,38,158,2,2,0.98,0.95,0.9875,0.95,0.96875,40
MVP,37,157,3,3,0.97,0.925,0.98125,0.925,0.953125,40
PROMEDIO_MACRO,191,791,9,9,0.982,0.9550000000000001,0.9887500000000001,0.9558362369337979,0.971875,200
