,N,AS,MR,MS,MVP
N,97.0,0.0,0.5,0.0,2.5
AS,0.0,96.0,3.5000000000000004,0.0,0.5
MR,1.5,4.5,91.0,2.5,0.5
MS,1.0,1.5,0.5,94.5,2.5
MVP,3.5000000000000004,3.0,1.5,2.0,90.0
