,N,AS,MR,MS,MVP
N,81.5,0.0,14.499999999999998,0.0,4.0
AS,0.0,71.5,24.5,0.5,3.5000000000000004
MR,0.0,1.5,88.5,2.0,8.0
MS,0.0,0.5,20.5,70.5,8.5
MVP,10.0,6.5,8.5,3.5000000000000004,71.5
