,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,34,0,4,0,2
real_AS,0,33,6,0,1
real_MR,0,1,37,1,1
real_MS,0,0,11,25,4
real_MVP,4,0,3,3,30
