indice_interno,base,clase,archivo,distribucion,representacion,numero_capas,error_final,forma_h_final,segundos_extraccion_deep,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos,capa_3_rango,capa_3_error,capa_3_ortogonalidad_h,capa_3_segundos,capa_4_rango,capa_4_error,capa_4_ortogonalidad_h,capa_4_segundos
0,SNR_5db,N,New_N_001.wav,24-15-10-6,DeepONMF_H4,4,0.4284089337680889,6x212,0.03919110004790127,24,0.19928526584563078,0.28598577430266764,0.023564600036479533,15,0.26549741434213875,0.11793100285350819,0.006032899953424931,10,0.3558025427029755,0.11078266837167482,0.004105799947865307,6,0.4145058231091379,0.089143867990031,0.004322299966588616
1,SNR_5db,N,New_N_002.wav,24-15-10-6,DeepONMF_H4,4,0.39238468065704707,6x212,0.036735900095663965,24,0.19915614356973893,0.30467699492788874,0.019356300006620586,15,0.30128429931475703,0.14706372407946944,0.005084300064481795,10,0.33204986795204705,0.12559523539781897,0.005041699972935021,6,0.4646314487392068,0.11514255873253378,0.006135900039225817
2,SNR_5db,N,New_N_003.wav,24-15-10-6,DeepONMF_H4,4,0.39612266017667996,6x212,0.03145599993877113,24,0.20144097350555076,0.29932190157312977,0.01755809993483126,15,0.2913136102562825,0.14410894511668712,0.005205400055274367,10,0.33958120335413694,0.125157588662187,0.004519199952483177,6,0.4349820872270794,0.1070435390986948,0.0032483000541105866
3,SNR_5db,N,New_N_004.wav,24-15-10-6,DeepONMF_H4,4,0.40755019287743666,6x212,0.03164419997483492,24,0.20391750205083248,0.31367855517767795,0.017903100000694394,15,0.34103876810723727,0.13044531541456642,0.005798899917863309,10,0.373593317244535,0.11638416750643825,0.003743199980817735,6,0.4538266881974509,0.09731745880879789,0.003220600076019764
4,SNR_5db,N,New_N_005.wav,24-15-10-6,DeepONMF_H4,4,0.3907604694751166,6x212,0.030776900006458163,24,0.20353562797268035,0.29514857347098306,0.017157600028440356,15,0.3128057927539219,0.10964913856525832,0.005919399904087186,10,0.37255457884270016,0.09572176865822447,0.003680499969050288,6,0.5072184157097669,0.11933089517615617,0.0030755000188946724
5,SNR_5db,N,New_N_006.wav,24-15-10-6,DeepONMF_H4,4,0.40680231574183695,6x212,0.02930759999435395,24,0.2058307520747516,0.2863340585271902,0.016047899960540235,15,0.30748717985484686,0.12485425745354672,0.005586100043728948,10,0.3871544417399674,0.11036311044814771,0.0038510001031681895,6,0.5201508152902542,0.11011441561500941,0.0028653000481426716
6,SNR_5db,N,New_N_007.wav,24-15-10-6,DeepONMF_H4,4,0.4117317833427829,6x212,0.032914800103753805,24,0.20171376518019826,0.30944476828975015,0.017706000013276935,15,0.32292774694446685,0.11788368314170658,0.007296400028280914,10,0.3452493077952132,0.10958158191084255,0.003951999940909445,6,0.4512518331010659,0.12453326469378931,0.0029733999399468303
7,SNR_5db,N,New_N_008.wav,24-15-10-6,DeepONMF_H4,4,0.42133206376016824,6x212,0.03351469989866018,24,0.1997238250273372,0.30584724910851024,0.018800999969244003,15,0.29579062939026207,0.1384366759603138,0.006923299981281161,10,0.418310759707081,0.1166638741965093,0.003838700009509921,6,0.5202954316604076,0.13019479005299073,0.003005600068718195
8,SNR_5db,N,New_N_009.wav,24-15-10-6,DeepONMF_H4,4,0.45594538362581194,6x212,0.03450009995140135,24,0.20320281354787792,0.3216548695312553,0.020456800004467368,15,0.3145565836590313,0.12949167483004542,0.005615600035525858,10,0.3580729890315925,0.10778123501647406,0.004055700032040477,6,0.49251666895464713,0.09056236458078692,0.0035340999020263553
9,SNR_5db,N,New_N_010.wav,24-15-10-6,DeepONMF_H4,4,0.46408519054917824,6x212,0.03330200002528727,24,0.19899123277002348,0.2844867289008502,0.019856699975207448,15,0.29325795382215364,0.13299294892745211,0.005602499935775995,10,0.4333475098230361,0.10660989150712676,0.003834499977529049,6,0.4654151492854671,0.11423275773120262,0.0029407000401988626
10,SNR_5db,N,New_N_011.wav,24-15-10-6,DeepONMF_H4,4,0.41895933036955724,6x212,0.02993560000322759,24,0.20467229932333367,0.3064561601466207,0.016542800003662705,15,0.29697996266998444,0.13836871030229328,0.00594140007160604,10,0.2950026171027065,0.10884215511624659,0.003679499961435795,6,0.4495813037568219,0.1181096583742928,0.0028016000287607312
11,SNR_5db,N,New_N_012.wav,24-15-10-6,DeepONMF_H4,4,0.3953653428981468,6x212,0.03036099998280406,24,0.20348778416646168,0.31941790361889166,0.01735669991467148,15,0.3161880449154199,0.13588290526838417,0.005542699946090579,10,0.38761021909993576,0.12677715558424135,0.0037320000119507313,6,0.44571553838137523,0.13926043039359948,0.0028324000304564834
12,SNR_5db,N,New_N_013.wav,24-15-10-6,DeepONMF_H4,4,0.4069207431940776,6x212,0.029727800050750375,24,0.19697574432769127,0.27493102165374667,0.017046399996615946,15,0.28026554500622314,0.14041701912583412,0.005063499906100333,10,0.37553892957594137,0.11729503037772475,0.0039697999600321054,6,0.43581183606986,0.12716566847450592,0.0028652999317273498
13,SNR_5db,N,New_N_014.wav,24-15-10-6,DeepONMF_H4,4,0.39553557971072156,6x212,0.027469599968753755,24,0.20210621496246978,0.2963722433836875,0.01581739995162934,15,0.32779001966667587,0.13303692016612512,0.0047926000552251935,10,0.36959516597765957,0.1315319823120986,0.0034100000048056245,6,0.45466314915990635,0.11903660119068342,0.0026245000772178173
14,SNR_5db,N,New_N_015.wav,24-15-10-6,DeepONMF_H4,4,0.42399277725504675,6x212,0.030429599923081696,24,0.20375867304300369,0.30645853595871253,0.01777050003875047,15,0.3626783146364037,0.14144427773050092,0.00530710001476109,10,0.40531365788298246,0.11366890291909544,0.0036183999618515372,6,0.5337867564717147,0.1216255735885396,0.002682900056242943
15,SNR_5db,N,New_N_016.wav,24-15-10-6,DeepONMF_H4,4,0.41099678639688486,6x212,0.02992540004197508,24,0.2028945662340542,0.2922522056939998,0.016796600073575974,15,0.30013609883891595,0.11937465226413801,0.005883599980734289,10,0.38242194921821593,0.1350001128035266,0.0036436000373214483,6,0.4321048061482414,0.1355585648713304,0.0027158999582752585
16,SNR_5db,N,New_N_017.wav,24-15-10-6,DeepONMF_H4,4,0.41345823696690115,6x212,0.029913200065493584,24,0.20627931658585058,0.30833629378856336,0.016938699991442263,15,0.34522360265696067,0.12957559036006233,0.005419700057245791,10,0.3905896054238952,0.11587650834102416,0.003933600033633411,6,0.507385813163384,0.09180709396651761,0.002714799949899316
