,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,39,0,0,0,1
real_AS,0,36,0,1,3
real_MR,1,0,38,1,0
real_MS,1,1,0,37,1
real_MVP,1,1,0,0,38
