,N,AS,MR,MS,MVP
N,92.0,0.0,1.0,2.0,5.0
AS,0.0,92.0,7.000000000000001,0.0,1.0
MR,1.0,5.5,91.5,0.5,1.5
MS,0.0,0.0,6.5,87.0,6.5
MVP,3.5000000000000004,5.5,17.0,1.5,72.5
