,N,AS,MR,MS,MVP
N,93.5,0.0,0.5,1.5,4.5
AS,0.0,94.5,3.0,1.0,1.5
MR,1.5,4.0,92.5,1.0,1.0
MS,0.5,1.0,1.5,93.0,4.0
MVP,2.0,1.5,3.0,1.5,92.0
