,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,39,0,1,0,0
real_AS,0,38,1,1,0
real_MR,2,1,33,2,2
real_MS,0,0,3,37,0
real_MVP,3,2,0,0,35
