comparación,distancia
N-AS,0.015902368756067542
N-MR,0.6211291118919352
N-MS,0.5348486152737804
N-MVP,0.6206499226278225
AS-MR,0.6052267431358677
AS-MS,0.5189462465177128
AS-MVP,0.6047475538717549
MR-MS,0.08628049661815484
MR-MVP,0.00047918926411272267
MS-MVP,0.08580130735404212
