indice_interno,clase,archivo,distribucion,numero_capas,error_final,forma_w_final,forma_h_final,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos,capa_3_rango,capa_3_error,capa_3_ortogonalidad_h,capa_3_segundos,capa_4_rango,capa_4_error,capa_4_ortogonalidad_h,capa_4_segundos
0,N,New_N_001.wav,2-5-7-9,4,0.2583893022741598,126x9,9x212,2,0.14799434830143662,0.1794954655640812,0.01276990000042133,5,0.04633710679038432,0.08823874340961393,0.007529900001827627,7,0.053409226692951346,0.054964735024337526,0.00782280002022162,9,0.053949889423315564,0.05834217202295796,0.007618100004037842
1,N,New_N_002.wav,2-5-7-9,4,0.2575137365145996,126x9,9x212,2,0.14578798644982807,0.11922786842111785,0.012921699992148206,5,0.04430282568798554,0.10287952455714636,0.004657200013753027,7,0.05304291224959411,0.07639507071250888,0.0044018999906256795,9,0.052990160164081104,0.058460787629703685,0.008449100016150624
2,N,New_N_003.wav,2-5-7-9,4,0.25842995958405984,126x9,9x212,2,0.15189010666419941,0.13067472360559254,0.014882399991620332,5,0.04603342141449579,0.10669062903911167,0.006881000008434057,7,0.04857552476328542,0.09088379695309079,0.007752500008791685,9,0.05464515067295637,0.06862640010155936,0.004822199989575893
3,N,New_N_004.wav,2-5-7-9,4,0.31427382956563565,126x9,9x212,2,0.13737658353025847,0.1259298341179374,0.012794500013114884,5,0.0498576640824735,0.08174190308443492,0.00625229999423027,7,0.16010200970845304,0.08139834851663835,0.008868999982951209,9,0.08059875378927497,0.06507605890570978,0.008169699984136969
4,N,New_N_005.wav,2-5-7-9,4,0.25276409582529086,126x9,9x212,2,0.1467153145793546,0.23784652222213695,0.012302300019655377,5,0.045655531531334476,0.10906175863150921,0.005460200016386807,7,0.05365059927294766,0.12861511546315654,0.005814000003738329,9,0.050892002504652846,0.12087928111602214,0.00765690000844188
5,N,New_N_006.wav,2-5-7-9,4,0.2696601305965588,126x9,9x212,2,0.15763507993851317,0.08869917086633045,0.013534199999412522,5,0.04974383251987693,0.1281971761533812,0.007531499984906986,7,0.061967149075819655,0.057387050580425564,0.007900900003733113,9,0.05482639253349537,0.03815121067812347,0.007909799984190613
6,N,New_N_007.wav,2-5-7-9,4,0.3198722222760093,126x9,9x212,2,0.1520347168713732,0.14259077505147508,0.014140799990855157,5,0.045105490616907634,0.154011398885129,0.00765990000218153,7,0.21124262514358697,0.14477001557827643,0.006313299993053079,9,0.2876469485025817,0.12193650025164295,0.008122900006128475
7,N,New_N_008.wav,2-5-7-9,4,0.2726764514431832,126x9,9x212,2,0.1583897598873872,0.15485784232459965,0.008866199990734458,5,0.048651425280019554,0.10747850996792825,0.006088399997679517,7,0.08469398021833963,0.04927732273529662,0.007484000001568347,9,0.052596829511279836,0.06352451779068291,0.00906749998102896
8,N,New_N_009.wav,2-5-7-9,4,0.2817476917680784,126x9,9x212,2,0.15316656913374682,0.14058937814524597,0.01195960000040941,5,0.04949414681983337,0.1764016084048059,0.0059637000085785985,7,0.116187069031659,0.10654423312495728,0.005465399997774512,9,0.11754438325072658,0.09451155718024656,0.007216300000436604
9,N,New_N_010.wav,2-5-7-9,4,0.274218634502018,126x9,9x212,2,0.17685319791364174,0.1973384404989263,0.012556400004541501,5,0.04656823600406584,0.12490028228567615,0.006113799987360835,7,0.05126517608375206,0.11310896124113952,0.008421899983659387,9,0.05255323675974045,0.07947113887811866,0.005176499980734661
10,N,New_N_011.wav,2-5-7-9,4,0.2688153620129707,126x9,9x212,2,0.16184410557174467,0.12664661664436844,0.007808599999407306,5,0.047864953906717855,0.07565505755588416,0.007668300007935613,7,0.05249390352854835,0.06976832885397852,0.006784600001992658,9,0.05464188827142144,0.07419449151581475,0.008816699992166832
11,N,New_N_012.wav,2-5-7-9,4,0.2804274434636697,126x9,9x212,2,0.16146857379390858,0.13906235833243008,0.012870399979874492,5,0.044992462123370665,0.12350765395404965,0.0063310000114142895,7,0.053602353893731164,0.08169233937685842,0.008180300006642938,9,0.16899349422576576,0.06330829332865916,0.008946199988713488
