indice_interno,clase,archivo,distribucion,numero_capas,error_final,forma_w_final,forma_h_final,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos
0,N,New_N_001.wav,10-4,2,0.1950532676176889,126x4,4x212,10,0.06681057313835524,0.3928881729364507,0.008021399997232947,4,0.41179251665427247,0.29421332455497357,0.002608999995572958
1,N,New_N_002.wav,10-4,2,0.16287675718018588,126x4,4x212,10,0.06115734382872279,0.37122555396080664,0.007640000003448222,4,0.36373182167556956,0.2506086320762321,0.003046500001801178
2,N,New_N_003.wav,10-4,2,0.18376126173767965,126x4,4x212,10,0.0646034317495872,0.36246256560368695,0.007634500005224254,4,0.3693894830997671,0.24859899812385447,0.0027054000020143576
3,N,New_N_004.wav,10-4,2,0.1971249435812533,126x4,4x212,10,0.0668861645952475,0.3448538935174147,0.007807399997545872,4,0.37196642210675795,0.3082269396939056,0.0024365999997826293
4,N,New_N_005.wav,10-4,2,0.16675643360732578,126x4,4x212,10,0.06681615204490755,0.34331445825852,0.007783600005495828,4,0.4170598811738073,0.23248771089641915,0.002478599999449216
5,N,New_N_006.wav,10-4,2,0.17615089060728778,126x4,4x212,10,0.07019098790419794,0.3395757793991208,0.007615900001837872,4,0.45115360854405934,0.22321873297524616,0.003402500005904585
6,N,New_N_007.wav,10-4,2,0.18275852222584685,126x4,4x212,10,0.06182090427054762,0.3667521317253434,0.007329200001549907,4,0.40679790054125703,0.1809490899597527,0.002403599995886907
7,N,New_N_008.wav,10-4,2,0.19604457358400468,126x4,4x212,10,0.05669710467968685,0.34490414397973523,0.007913399997050874,4,0.40229145670301036,0.2843898684486706,0.002980800003570039
8,N,New_N_009.wav,10-4,2,0.18908281928729218,126x4,4x212,10,0.058239813192381674,0.34715251683464715,0.007475699996575713,4,0.46295827719870947,0.2668514759718266,0.0037508000023080967
9,N,New_N_010.wav,10-4,2,0.17963315784758718,126x4,4x212,10,0.05909955267431485,0.33127047310067625,0.007641900003363844,4,0.34907218132130885,0.2200963584407332,0.002978899996378459
10,N,New_N_011.wav,10-4,2,0.19544502761049626,126x4,4x212,10,0.07313840331949643,0.37496962412829593,0.007668600002944004,4,0.4370378548222994,0.22670707762020928,0.0029758999953628518
11,N,New_N_012.wav,10-4,2,0.19606486928116537,126x4,4x212,10,0.07084415181008981,0.3094849729539432,0.00791400000161957,4,0.4008586443815563,0.22364200274789378,0.002588200004538521
12,N,New_N_013.wav,10-4,2,0.18286138268384397,126x4,4x212,10,0.06471269163153355,0.35648861279520716,0.006835200001660269,4,0.4010050309278529,0.28667108628126586,0.0024006000021472573
13,N,New_N_014.wav,10-4,2,0.19010727018028198,126x4,4x212,10,0.06449428614174924,0.37686016659617594,0.006765199999790639,4,0.38426796368990535,0.24708978484593525,0.00338989999727346
14,N,New_N_015.wav,10-4,2,0.17355781819788643,126x4,4x212,10,0.06705701714053351,0.3231880190747862,0.006786199999623932,4,0.46696605006272385,0.23706203799463754,0.002885699999751523
15,N,New_N_016.wav,10-4,2,0.1927649503523061,126x4,4x212,10,0.06709054331870694,0.33422075314850885,0.006282199996348936,4,0.4218966139325804,0.21044844715772207,0.0026804000008269213
16,N,New_N_017.wav,10-4,2,0.21766823155729928,126x4,4x212,10,0.07104860574531661,0.31973017609706794,0.006859900000563357,4,0.4031762658318521,0.21722901848620438,0.002070999995339662
17,N,New_N_018.wav,10-4,2,0.17179242670131298,126x4,4x212,10,0.0736752765299382,0.36075757763523647,0.007102800002030563,4,0.4112709988366649,0.17610842504256677,0.002409199994872324
18,N,New_N_019.wav,10-4,2,0.19496224239764343,126x4,4x212,10,0.05928623956190954,0.3125259673942836,0.00640430000203196,4,0.4645326087022555,0.25374523493426027,0.0034158000053139403
19,N,New_N_020.wav,10-4,2,0.16895520011503362,126x4,4x212,10,0.06152207772096927,0.3689706007684146,0.00691460000234656,4,0.3067636896401193,0.270318345833129,0.0033244000005652197
20,N,New_N_021.wav,10-4,2,0.16650799559905094,126x4,4x212,10,0.0655117590544239,0.37629681484119115,0.007219999999506399,4,0.36853445078463093,0.27419940084882005,0.0022422000038204715
21,N,New_N_022.wav,10-4,2,0.16299432163279762,126x4,4x212,10,0.06195551213761429,0.3756072905631317,0.0068251000047894195,4,0.3527964882941578,0.2726347090049754,0.002256899999338202
22,N,New_N_023.wav,10-4,2,0.17459391170760716,126x4,4x212,10,0.05905322790217587,0.3589776450340597,0.006670099995972123,4,0.39703900590731617,0.23539905199600117,0.0034725000004982576
23,N,New_N_024.wav,10-4,2,0.1537497251425004,126x4,4x212,10,0.06038489080597263,0.4169200218106769,0.008528999998816289,4,0.27473555809877354,0.2626993941606419,0.002153999994334299
24,N,New_N_025.wav,10-4,2,0.22005448334613611,126x4,4x212,10,0.07188839182436269,0.3021322620883913,0.006410300004063174,4,0.4992041600773931,0.27132492990732904,0.0024510000002919696
25,N,New_N_026.wav,10-4,2,0.21489287219532585,126x4,4x212,10,0.07718867613249943,0.32399721993483693,0.006953000003704801,4,0.4562162472549542,0.22187035449870654,0.0021367000008467585
26,N,New_N_027.wav,10-4,2,0.18125453982725964,126x4,4x212,10,0.06945359585146639,0.3578989392719661,0.006958800004213117,4,0.4900459702711729,0.2766201317523094,0.0020832999944104813
27,N,New_N_028.wav,10-4,2,0.19596835011668545,126x4,4x212,10,0.0666783004703393,0.3023040430328683,0.00661240000044927,4,0.3189840248995029,0.25267281837545386,0.0021751000022049993
28,N,New_N_029.wav,10-4,2,0.18797420590916628,126x4,4x212,10,0.06916111683811102,0.34572991076074977,0.006548500001372304,4,0.40745585927966854,0.2500669385574326,0.0033092000012402423
29,N,New_N_030.wav,10-4,2,0.19923603792669609,126x4,4x212,10,0.0669056489623246,0.38194704320419826,0.007316399998671841,4,0.4264873873540324,0.339274136043441,0.003179799998179078
30,N,New_N_031.wav,10-4,2,0.19358508128109223,126x4,4x212,10,0.05688611069204056,0.3215684870960314,0.006803799995395821,4,0.43523504395500123,0.2803839426397249,0.0021532999962801114
31,N,New_N_032.wav,10-4,2,0.1533687290565352,126x4,4x212,10,0.05865086053036648,0.3833631407414579,0.0066470000019762665,4,0.3581352379242305,0.2345664329806618,0.00215280000702478
32,N,New_N_033.wav,10-4,2,0.18874649729129164,126x4,4x212,10,0.07555717318856035,0.3634623900811438,0.007659699993382674,4,0.46733048679026,0.26176766050006933,0.002395099996647332
33,N,New_N_034.wav,10-4,2,0.19337315972565947,126x4,4x212,10,0.06989315214736046,0.36552864630997656,0.00682089999463642,4,0.37495753267707,0.29178634916681,0.00245800000266172
34,N,New_N_035.wav,10-4,2,0.20829694574069416,126x4,4x212,10,0.06028890699178969,0.3069117629169673,0.006631800002651289,4,0.33252070777080467,0.23122425527357596,0.0033734000026015565
35,N,New_N_036.wav,10-4,2,0.19682322505095867,126x4,4x212,10,0.06519994067090905,0.3614844907289765,0.006479299998318311,4,0.2992343690718592,0.22260401555701415,0.0023247999997693114
36,N,New_N_037.wav,10-4,2,0.1635921755018875,126x4,4x212,10,0.05472514283372156,0.3369836870140131,0.0067662000001291744,4,0.2586456592137775,0.15422903395090112,0.0021707000050810166
37,N,New_N_038.wav,10-4,2,0.19488674332783587,126x4,4x212,10,0.05660505328868805,0.32272252012459923,0.006645800000114832,4,0.42931471754629363,0.12136643025784886,0.002119299999321811
38,N,New_N_039.wav,10-4,2,0.1397675957859005,126x4,4x212,10,0.04036035859898197,0.4435451098388398,0.007151899997552391,4,0.34944307459113877,0.2743901128794361,0.0021392999988165684
39,N,New_N_040.wav,10-4,2,0.28645812561014916,126x4,4x212,10,0.04724136891208161,0.3535745088185742,0.006467700004577637,4,0.2766076242153268,0.09793338870655945,0.003287400002591312
40,N,New_N_041.wav,10-4,2,0.12318538945164693,126x4,4x212,10,0.05454798740738684,0.39608345161080194,0.006930000003194436,4,0.38591847150254094,0.22239671778327028,0.002163799996196758
41,N,New_N_042.wav,10-4,2,0.2016985127182489,126x4,4x212,10,0.057196602745634394,0.388474225680833,0.007278799996129237,4,0.3633277777895311,0.3095934606546345,0.00219459999789251
42,N,New_N_043.wav,10-4,2,0.1620021357348246,126x4,4x212,10,0.05095374691093799,0.3989306446979744,0.0069931000034557655,4,0.3676271501148735,0.30778809059914153,0.0029305999996722676
43,N,New_N_044.wav,10-4,2,0.13599155234487426,126x4,4x212,10,0.06853864925229408,0.37501505670543583,0.006959999998798594,4,0.1841883824802317,0.21489592736604923,0.002960099998745136
44,N,New_N_045.wav,10-4,2,0.12587237522954597,126x4,4x212,10,0.0563174224012543,0.3863731306367383,0.007557099997939076,4,0.3786533745667992,0.22644807947749945,0.0024166999937733635
45,N,New_N_046.wav,10-4,2,0.14154420477807036,126x4,4x212,10,0.05299898222646777,0.38794120852306224,0.006987699998717289,4,0.3842343208264997,0.20421829185968754,0.002337000005354639
46,N,New_N_047.wav,10-4,2,0.16828805991402018,126x4,4x212,10,0.059457182064484894,0.3797646911137399,0.007235600001877174,4,0.31866512644993583,0.2528667322026337,0.0023394000018015504
47,N,New_N_048.wav,10-4,2,0.16641724675946165,126x4,4x212,10,0.054173628128061,0.37246203451837556,0.00688609999633627,4,0.39705170334934276,0.2521550262773627,0.0028135999964433722
48,N,New_N_049.wav,10-4,2,0.16591686948337872,126x4,4x212,10,0.04970289729344069,0.3935088885942848,0.006570300000021234,4,0.3451585893618851,0.2550579432156739,0.002142400000593625
49,N,New_N_050.wav,10-4,2,0.1531585699623391,126x4,4x212,10,0.0538879580918445,0.38914938619463724,0.006541100003232714,4,0.4017897341043865,0.24482065881792772,0.0032072000030893832
50,N,New_N_051.wav,10-4,2,0.14632784700864113,126x4,4x212,10,0.05578795080072438,0.3966518821736328,0.006595700004254468,4,0.346038285474087,0.21190934635324296,0.0026375000015832484
51,N,New_N_052.wav,10-4,2,0.14064300468515611,126x4,4x212,10,0.06493816197906688,0.42221274708986184,0.00669979999656789,4,0.3064667183427707,0.26250808725744657,0.002103699996951036
52,N,New_N_053.wav,10-4,2,0.17959463016942084,126x4,4x212,10,0.05337359734544115,0.4006151913724988,0.006632699994952418,4,0.3135031475243035,0.2265007164363788,0.0022886000006110407
53,N,New_N_054.wav,10-4,2,0.14160308463575064,126x4,4x212,10,0.05077760778614856,0.40928707970884326,0.008469200001854915,4,0.23366891581370555,0.23755454600350814,0.0029940999957034364
54,N,New_N_055.wav,10-4,2,0.14978670452925977,126x4,4x212,10,0.06339604126255148,0.3927596513194669,0.007026199993561022,4,0.3659823148713715,0.27508154130002316,0.0028698999958578497
55,N,New_N_056.wav,10-4,2,0.12366163718387033,126x4,4x212,10,0.043645834572256896,0.3795292458798651,0.006650100003753323,4,0.296232667822101,0.2370633865348759,0.003190899995388463
56,N,New_N_057.wav,10-4,2,0.13943165849155542,126x4,4x212,10,0.0471635505732697,0.3852302330152821,0.006565600000612903,4,0.17010641041077815,0.2745281629974053,0.0027435000010882504
57,N,New_N_058.wav,10-4,2,0.1523408128442966,126x4,4x212,10,0.05368849144516432,0.3794118257178037,0.006773300003260374,4,0.26060918100965014,0.2152172548284754,0.0021799000023747794
58,N,New_N_059.wav,10-4,2,0.16506782660782687,126x4,4x212,10,0.0680422873488829,0.3801514797788071,0.0065673000062815845,4,0.3088469380596332,0.0962022584419709,0.0033871999985422008
59,N,New_N_060.wav,10-4,2,0.13864377144654394,126x4,4x212,10,0.050465052598335655,0.43573680774161744,0.006649299997661728,4,0.3368435534592874,0.21648604091956378,0.003227799999876879
60,N,New_N_061.wav,10-4,2,0.14409700240123685,126x4,4x212,10,0.06082982906275423,0.3906531725060089,0.007336300004681107,4,0.2971882554480789,0.17533508285833455,0.0023725999999442138
61,N,New_N_062.wav,10-4,2,0.1679269357404387,126x4,4x212,10,0.053808490278218116,0.3782823086678945,0.0066503999987617135,4,0.34272411605032377,0.18810459839356472,0.0026269000009051524
62,N,New_N_063.wav,10-4,2,0.16416442986998522,126x4,4x212,10,0.0520852061181652,0.37479878942050554,0.006802399999287445,4,0.22530220598434292,0.10523736036006848,0.0026996000015060417
63,N,New_N_064.wav,10-4,2,0.12188090200406958,126x4,4x212,10,0.0702049182922899,0.41698858484561807,0.007334699999773875,4,0.26212532812627226,0.19610636740528534,0.0022668000019621104
64,N,New_N_065.wav,10-4,2,0.12121890758970717,126x4,4x212,10,0.05321683249633181,0.4352425392112431,0.006700800004182383,4,0.22046318148424668,0.2556585299133151,0.002168099999835249
65,N,New_N_066.wav,10-4,2,0.14471540248324458,126x4,4x212,10,0.06061663405983682,0.39978972581344663,0.006895099999383092,4,0.4096286242145128,0.24677985724170545,0.002690100001927931
66,N,New_N_067.wav,10-4,2,0.11738763096745569,126x4,4x212,10,0.0558619098098592,0.4292981133429921,0.006826899996667635,4,0.25030606511686043,0.26280043151602545,0.002166800004488323
67,N,New_N_068.wav,10-4,2,0.12584935410677975,126x4,4x212,10,0.05648289506695582,0.4354619285430951,0.0066386999969836324,4,0.35947374644534935,0.25684454006840424,0.003319700001156889
68,N,New_N_069.wav,10-4,2,0.1428362680147929,126x4,4x212,10,0.05900828808429117,0.41054069720843295,0.007291699999768753,4,0.4971658900581318,0.2683637620782763,0.0029352999990805984
69,N,New_N_070.wav,10-4,2,0.1661716996836038,126x4,4x212,10,0.06312493057972403,0.3240151349324394,0.006578600005013868,4,0.35161358545410515,0.24571388654165974,0.0021525999982259236
70,N,New_N_071.wav,10-4,2,0.14724080426988287,126x4,4x212,10,0.06081508918094555,0.43301776601668324,0.006493200002296362,4,0.4022840562123274,0.22747942071126162,0.003093500003160443
71,N,New_N_072.wav,10-4,2,0.15204826701464186,126x4,4x212,10,0.06711324805098745,0.3784322454688845,0.006596200000785757,4,0.3527300071886772,0.20784388025528408,0.003369799997017253
72,N,New_N_073.wav,10-4,2,0.13862833821104845,126x4,4x212,10,0.062067620297149975,0.4059746939956471,0.007199000006949063,4,0.33665117288248436,0.23687756382393713,0.0022992000012891367
73,N,New_N_074.wav,10-4,2,0.13798436061314734,126x4,4x212,10,0.0643044705687872,0.35949791316655777,0.007111500002793036,4,0.33230238325055,0.24556672172283464,0.0022054999935789965
74,N,New_N_075.wav,10-4,2,0.20492717926827608,126x4,4x212,10,0.06347271999401297,0.3344166349697868,0.007453999998688232,4,0.4743836032541124,0.25176011655383096,0.002826600000844337
75,N,New_N_076.wav,10-4,2,0.19352512315448742,126x4,4x212,10,0.0662696029357538,0.33834948452215635,0.007365700002992526,4,0.4658072210770403,0.21759509049728865,0.0021133999980520457
76,N,New_N_077.wav,10-4,2,0.17667509853250069,126x4,4x212,10,0.05698522664488201,0.3878163632552614,0.006722799997078255,4,0.32903165406999435,0.26628809395291686,0.002869800002372358
77,N,New_N_078.wav,10-4,2,0.17163665502117495,126x4,4x212,10,0.05727115048889569,0.39957005331335865,0.007013299997197464,4,0.37449038539410184,0.2831916232900998,0.0028545000022859313
78,N,New_N_079.wav,10-4,2,0.17645553433725433,126x4,4x212,10,0.06709486585159533,0.377708464600015,0.00823149999632733,4,0.32467655359453096,0.28403910316178566,0.0026873000024352223
79,N,New_N_080.wav,10-4,2,0.16877257477442137,126x4,4x212,10,0.06475593667748411,0.3679676449235797,0.007949999999254942,4,0.45859688537579585,0.1825145564239641,0.00247759999911068
80,N,New_N_081.wav,10-4,2,0.1445723209059398,126x4,4x212,10,0.05368234809135887,0.3766190824861696,0.007569399997009896,4,0.2967756479596465,0.2086764254834211,0.002955700001621153
81,N,New_N_082.wav,10-4,2,0.168846174866767,126x4,4x212,10,0.05962594938157471,0.34837718402892365,0.00782479999907082,4,0.4023637107089728,0.18351002517375403,0.0026156000021728687
82,N,New_N_083.wav,10-4,2,0.19478687830879082,126x4,4x212,10,0.05416819925449137,0.3150654005205521,0.007691099999647122,4,0.3939352297302127,0.1740506411085747,0.0023491999963880517
83,N,New_N_084.wav,10-4,2,0.17865192842729882,126x4,4x212,10,0.06478237108522114,0.374152046700124,0.008865799994964618,4,0.3381782862557941,0.21675973625798053,0.002836100000422448
84,N,New_N_085.wav,10-4,2,0.184823367627225,126x4,4x212,10,0.057874380679793676,0.36570831371294704,0.008116100005281623,4,0.3417849170080446,0.3059152043071091,0.0029834999950253405
85,N,New_N_086.wav,10-4,2,0.19116425496727035,126x4,4x212,10,0.05249249426854869,0.3342492396885933,0.007409400001051836,4,0.41837204452299226,0.23874999755398726,0.00289580000389833
86,N,New_N_087.wav,10-4,2,0.14997336118064816,126x4,4x212,10,0.06702596476123909,0.3693743371663784,0.007637200003955513,4,0.3117555154291409,0.2677754117741505,0.0023665000044275075
87,N,New_N_088.wav,10-4,2,0.15742956907463246,126x4,4x212,10,0.059331002163523515,0.40595132276559026,0.0073114999977406114,4,0.39456434408013474,0.29993869060642453,0.002513100000214763
88,N,New_N_089.wav,10-4,2,0.17945705765479367,126x4,4x212,10,0.0560175970512171,0.41207697989680797,0.007346700003836304,4,0.26701143197247523,0.16397931561268425,0.0029531000036513433
89,N,New_N_090.wav,10-4,2,0.18713320133440034,126x4,4x212,10,0.05912039506836323,0.3172871102550782,0.007825499997125007,4,0.4397944234785092,0.22927749256847754,0.0028470999968703836
90,N,New_N_091.wav,10-4,2,0.13537233414364286,126x4,4x212,10,0.060699466407458776,0.4051435255250585,0.0076975999982096255,4,0.40758096245459235,0.23742942225533215,0.002693000002182089
91,N,New_N_092.wav,10-4,2,0.1585889434464488,126x4,4x212,10,0.05876698977695783,0.3633712029212846,0.007170699995185714,4,0.23229118450507086,0.19512576433427828,0.002450100000714883
92,N,New_N_093.wav,10-4,2,0.17133625477926648,126x4,4x212,10,0.060284424530053664,0.3787876081464194,0.008387299996684305,4,0.3707939025602436,0.2387747240934235,0.0032549000025028363
93,N,New_N_094.wav,10-4,2,0.17954418498555275,126x4,4x212,10,0.06534278981587892,0.34433427068913275,0.01039630000013858,4,0.31587425350337833,0.18774986550525888,0.002960899997560773
94,N,New_N_095.wav,10-4,2,0.18511827506901943,126x4,4x212,10,0.05303813179773506,0.3672348254133024,0.007874099996115547,4,0.43904935832385095,0.29181626345017964,0.0028103999939048663
95,N,New_N_096.wav,10-4,2,0.203699331680342,126x4,4x212,10,0.05731537341125864,0.3397715192775443,0.007824200001778081,4,0.332505416803557,0.21126451445829322,0.002826900003128685
96,N,New_N_097.wav,10-4,2,0.18464184901464012,126x4,4x212,10,0.05648754572654802,0.3566216091495936,0.0072065999993355945,4,0.4276640580632134,0.21985326779952974,0.0027982000028714538
97,N,New_N_098.wav,10-4,2,0.15333361834596654,126x4,4x212,10,0.06974368095300945,0.3752200686650361,0.00747389999742154,4,0.4512626754347931,0.2562578508023416,0.002371599999605678
98,N,New_N_099.wav,10-4,2,0.15501152609739344,126x4,4x212,10,0.06320973971990523,0.4296419281536059,0.007532600000558887,4,0.2701809700587615,0.163695835351836,0.0030085000034887344
99,N,New_N_100.wav,10-4,2,0.1325634548300475,126x4,4x212,10,0.048784300439663086,0.43918876435857257,0.007400299997243565,4,0.21611507810410577,0.17078099108553768,0.0025118999983533286
100,N,New_N_101.wav,10-4,2,0.18698705592359116,126x4,4x212,10,0.054435994101483066,0.3501668955143095,0.007476899998437148,4,0.3386246152144511,0.1805600803770446,0.002705699997022748
101,N,New_N_102.wav,10-4,2,0.14078842859844184,126x4,4x212,10,0.05535475299711525,0.35511691610007906,0.007689999998547137,4,0.23060516577978676,0.20670169655155157,0.0029235999973025173
102,N,New_N_103.wav,10-4,2,0.13172114126015289,126x4,4x212,10,0.051561686423492785,0.4101636538423317,0.007632799999555573,4,0.2958574829110739,0.25260196815793734,0.003516299999319017
103,N,New_N_104.wav,10-4,2,0.14802416595453508,126x4,4x212,10,0.05499198926207823,0.3965626912658959,0.00790880000567995,4,0.35620345468951853,0.19773703320860128,0.0033423999993829057
104,N,New_N_105.wav,10-4,2,0.12614879964095507,126x4,4x212,10,0.062289354107385904,0.40974203065689563,0.0069700000021839514,4,0.24372625901700584,0.11702329380924892,0.002184299999498762
105,N,New_N_106.wav,10-4,2,0.15898515128887475,126x4,4x212,10,0.054661903399764,0.36853053494405164,0.006819399997766595,4,0.4335799392938704,0.23482202308407998,0.002190799998061266
106,N,New_N_107.wav,10-4,2,0.1553596646287524,126x4,4x212,10,0.05910500803751139,0.3762938823120923,0.0065337999985786155,4,0.34899288604068307,0.18476330408464192,0.0020975000006728806
107,N,New_N_108.wav,10-4,2,0.14915564800157288,126x4,4x212,10,0.055309980120636634,0.36566906712481756,0.006993200004217215,4,0.2783133408907204,0.16881035284868606,0.002130699998815544
108,N,New_N_109.wav,10-4,2,0.16054220668610472,126x4,4x212,10,0.05466591700639091,0.3659422472363518,0.0064187000025413,4,0.26145765300642865,0.24079897091361616,0.002670300003956072
109,N,New_N_110.wav,10-4,2,0.16903247630556295,126x4,4x212,10,0.05846955394477645,0.36292975193623406,0.006541299997479655,4,0.35353030043159867,0.20899105926580766,0.0020873999965260737
110,N,New_N_111.wav,10-4,2,0.13645581627559306,126x4,4x212,10,0.0644003537496698,0.36633774078487547,0.008457799995085225,4,0.18717889346744226,0.21369920317100635,0.002785000004223548
111,N,New_N_112.wav,10-4,2,0.1329095585240202,126x4,4x212,10,0.05123760350845111,0.3717128136130958,0.007148899996536784,4,0.3474923483464667,0.2603811815757992,0.0024668999976711348
112,N,New_N_113.wav,10-4,2,0.1850357971699583,126x4,4x212,10,0.053166565828396024,0.37022736489295627,0.0067592999985208735,4,0.23123853273568915,0.16176313751599428,0.0022078000038163736
113,N,New_N_114.wav,10-4,2,0.14517663684166487,126x4,4x212,10,0.07057417868781743,0.3842602302000626,0.0074280999979237095,4,0.31067353370514605,0.2550797486445855,0.0022041000047465786
114,N,New_N_115.wav,10-4,2,0.14467912631988053,126x4,4x212,10,0.0512460074035483,0.4056932959079858,0.006900100001075771,4,0.3122975480391675,0.2471489833727317,0.002982099998916965
115,N,New_N_116.wav,10-4,2,0.1490874974184943,126x4,4x212,10,0.06120873878712319,0.4254676474356449,0.007183699999586679,4,0.4112341909199184,0.23378295358106893,0.0026461999950697646
116,N,New_N_117.wav,10-4,2,0.1501209827156379,126x4,4x212,10,0.0576814724649936,0.42545263573511527,0.007110200000170153,4,0.36799690948008246,0.304289113975518,0.0023042000029818155
117,N,New_N_118.wav,10-4,2,0.1316878946921691,126x4,4x212,10,0.06268689404363278,0.3518992427817816,0.006847800003015436,4,0.36511333887429376,0.2122840050739441,0.0023736000002827495
118,N,New_N_119.wav,10-4,2,0.18008675801458116,126x4,4x212,10,0.06274506732761877,0.3363801426612833,0.00669460000062827,4,0.2159338220280444,0.13097372508067454,0.003173400000378024
119,N,New_N_120.wav,10-4,2,0.13451722251781414,126x4,4x212,10,0.06316207584703105,0.4047067059466661,0.0066866999986814335,4,0.3541962828302733,0.2633409355052799,0.0028511000055004843
120,N,New_N_121.wav,10-4,2,0.18037765603427514,126x4,4x212,10,0.05327800106970476,0.31278977484582976,0.006409299996448681,4,0.3508284257875447,0.25287955100122483,0.0022652000043308362
