,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,39,0,0,0,1
real_AS,0,39,0,0,1
real_MR,0,5,33,2,0
real_MS,0,1,2,36,1
real_MVP,3,0,0,1,36
