,N,AS,MR,MS,MVP
N,93.0,0.0,0.0,2.0,5.0
AS,0.0,96.0,2.0,1.0,1.0
MR,1.5,5.0,89.5,0.5,3.5000000000000004
MS,0.0,0.5,1.0,96.0,2.5
MVP,5.5,2.0,3.5000000000000004,3.0,86.0
