,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,39,0,0,1,0
real_AS,0,36,0,3,1
real_MR,0,4,32,4,0
real_MS,1,8,0,29,2
real_MVP,8,2,3,3,24
