,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,38,0,0,2,0
real_AS,0,34,4,1,1
real_MR,0,4,29,4,3
real_MS,2,5,0,28,5
real_MVP,5,1,1,2,31
