distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
14-6,2,KNN,DeepONMF_H2,1,155,35,5,5,0.95,0.96875,0.875,0.96875,0.921875
14-6,2,KNN,DeepONMF_H2,2,158,38,2,2,0.98,0.9875,0.95,0.9875,0.96875
14-6,2,KNN,DeepONMF_H2,3,156,31,9,4,0.935,0.975,0.775,0.9454545454545454,0.875
14-6,2,KNN,DeepONMF_H2,4,154,35,5,6,0.945,0.9625,0.875,0.9685534591194969,0.91875
14-6,2,KNN,DeepONMF_H2,5,159,34,6,1,0.965,0.99375,0.85,0.9636363636363636,0.921875
14-6,2,KNN,DeepONMF_W,1,148,34,6,12,0.91,0.925,0.85,0.961038961038961,0.8875
14-6,2,KNN,DeepONMF_W,2,138,32,8,22,0.85,0.8625,0.8,0.9452054794520548,0.83125
14-6,2,KNN,DeepONMF_W,3,144,34,6,16,0.89,0.9,0.85,0.96,0.875
14-6,2,KNN,DeepONMF_W,4,143,34,6,17,0.885,0.89375,0.85,0.959731543624161,0.871875
14-6,2,KNN,DeepONMF_W,5,154,29,11,6,0.915,0.9625,0.725,0.9333333333333333,0.84375
14-6,2,SVM,DeepONMF_H2,1,157,38,2,3,0.975,0.98125,0.95,0.9874213836477987,0.965625
14-6,2,SVM,DeepONMF_H2,2,157,39,1,3,0.98,0.98125,0.975,0.9936708860759493,0.9781249999999999
14-6,2,SVM,DeepONMF_H2,3,155,36,4,5,0.955,0.96875,0.9,0.9748427672955975,0.934375
14-6,2,SVM,DeepONMF_H2,4,154,36,4,6,0.95,0.9625,0.9,0.9746835443037974,0.93125
14-6,2,SVM,DeepONMF_H2,5,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
14-6,2,SVM,DeepONMF_W,1,147,39,1,13,0.93,0.91875,0.975,0.9932432432432432,0.9468749999999999
14-6,2,SVM,DeepONMF_W,2,141,38,2,19,0.895,0.88125,0.95,0.986013986013986,0.9156249999999999
14-6,2,SVM,DeepONMF_W,3,144,37,3,16,0.905,0.9,0.925,0.9795918367346939,0.9125000000000001
14-6,2,SVM,DeepONMF_W,4,149,38,2,11,0.935,0.93125,0.95,0.9867549668874173,0.940625
14-6,2,SVM,DeepONMF_W,5,147,37,3,13,0.92,0.91875,0.925,0.98,0.921875
14-6,2,UjaNet,DeepONMF_H2,1,157,40,0,3,0.985,0.98125,1.0,1.0,0.990625
14-6,2,UjaNet,DeepONMF_H2,2,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
14-6,2,UjaNet,DeepONMF_H2,3,156,40,0,4,0.98,0.975,1.0,1.0,0.9875
14-6,2,UjaNet,DeepONMF_H2,4,160,40,0,0,1.0,1.0,1.0,1.0,1.0
14-6,2,UjaNet,DeepONMF_H2,5,158,40,0,2,0.99,0.9875,1.0,1.0,0.99375
14-6,2,UjaNet,DeepONMF_W,1,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
14-6,2,UjaNet,DeepONMF_W,2,154,37,3,6,0.955,0.9625,0.925,0.9808917197452229,0.9437500000000001
14-6,2,UjaNet,DeepONMF_W,3,150,35,5,10,0.925,0.9375,0.875,0.967741935483871,0.90625
14-6,2,UjaNet,DeepONMF_W,4,156,38,2,4,0.97,0.975,0.95,0.9873417721518988,0.9624999999999999
14-6,2,UjaNet,DeepONMF_W,5,158,38,2,2,0.98,0.9875,0.95,0.9875,0.96875
