,N,AS,MR,MS,MVP
N,97.0,0.0,0.0,0.5,2.5
AS,0.5,93.5,4.5,0.5,1.0
MR,2.5,8.0,86.5,2.0,1.0
MS,0.5,1.5,2.5,93.0,2.5
MVP,2.5,3.5000000000000004,1.0,2.5,90.5
