,N,AS,MR,MS,MVP
N,99.0,0.0,0.5,0.0,0.5
AS,0.0,96.5,2.0,1.0,0.5
MR,0.5,2.0,95.0,2.0,0.5
MS,0.0,1.5,1.5,94.5,2.5
MVP,2.5,2.5,1.0,2.5,91.5
