indice_interno,base,clase,archivo,distribucion,representacion,numero_capas,error_final,forma_h_final,segundos_extraccion_deep,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos,capa_2_rango,capa_2_error,capa_2_ortogonalidad_h,capa_2_segundos,capa_3_rango,capa_3_error,capa_3_ortogonalidad_h,capa_3_segundos
0,SNR_8db,N,New_N_001.wav,30-13-6,DeepONMF_H3,3,0.31196675732723705,6x212,0.032563199987635016,30,0.15703265154118645,0.3826656350281203,0.021773400017991662,13,0.36525104950724185,0.1447015040037308,0.006413599941879511,6,0.5241840533837967,0.1628363853789869,0.003351499908603728
1,SNR_8db,N,New_N_002.wav,30-13-6,DeepONMF_H3,3,0.3349257012688444,6x212,0.029568099998869002,30,0.15189956606660437,0.3329834078067908,0.019802600028924644,13,0.3408206438840379,0.11304042189668738,0.005115999956615269,6,0.5256097547754266,0.11799471553609288,0.003778900019824505
2,SNR_8db,N,New_N_003.wav,30-13-6,DeepONMF_H3,3,0.3639652091479483,6x212,0.029667200054973364,30,0.15302051198990904,0.33530271369921605,0.019704499980434775,13,0.3375385367683639,0.11887203131604342,0.005577399977482855,6,0.5415679323510202,0.13082694973427075,0.0032321999315172434
3,SNR_8db,N,New_N_004.wav,30-13-6,DeepONMF_H3,3,0.33078462192106356,6x212,0.030042499885894358,30,0.156225547354429,0.3318430259610644,0.020343000069260597,13,0.4173856656099458,0.11116123171529511,0.005300699966028333,6,0.4846625985757914,0.0942708891565162,0.0032962000695988536
4,SNR_8db,N,New_N_005.wav,30-13-6,DeepONMF_H3,3,0.297844423377345,6x212,0.03218179999385029,30,0.15203372883800967,0.3499117290939382,0.02250860002823174,13,0.38502350291478277,0.12440656224271703,0.005387699929997325,6,0.511919651937795,0.12593752762323965,0.0032079999800771475
5,SNR_8db,N,New_N_006.wav,30-13-6,DeepONMF_H3,3,0.2949003666376717,6x212,0.030809200019575655,30,0.15223177690612597,0.3175719777161362,0.02108179999049753,13,0.31338869025625604,0.17255973780103726,0.0056804000632837415,6,0.5193208209802523,0.15789086857863593,0.003099299967288971
6,SNR_8db,N,New_N_007.wav,30-13-6,DeepONMF_H3,3,0.2878616331843668,6x212,0.031909900018945336,30,0.15710387766642073,0.3526341370382212,0.021082899998873472,13,0.40835382113012964,0.12358979229912287,0.006514500011689961,6,0.4521557584584183,0.11842718797598176,0.0033686000388115644
7,SNR_8db,N,New_N_008.wav,30-13-6,DeepONMF_H3,3,0.29112012763945716,6x212,0.029831900028511882,30,0.15518421490046416,0.36788567457256316,0.01994860009290278,13,0.36473796242253514,0.13367048059268802,0.005427399999462068,6,0.540397204750395,0.13746394427188102,0.0034281000262126327
8,SNR_8db,N,New_N_009.wav,30-13-6,DeepONMF_H3,3,0.30622756035597554,6x212,0.02783199993427843,30,0.15415723289881877,0.3335944562801668,0.01896310003940016,13,0.399817706873586,0.13365856638135112,0.004950899980030954,6,0.5773684778641216,0.13095130261938864,0.002976299962028861
9,SNR_8db,N,New_N_010.wav,30-13-6,DeepONMF_H3,3,0.3170110793077915,6x212,0.03211420006118715,30,0.15577325870604916,0.3479551402562934,0.022562699974514544,13,0.4051110076973862,0.10966416699848029,0.005367100005969405,6,0.5425079168317962,0.117386433111216,0.003263999940827489
