clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
N,38,158,2,2,0.98,0.95,0.9875,0.95,0.96875,40
AS,38,157,3,2,0.975,0.95,0.98125,0.926829268292683,0.965625,40
MR,36,156,4,4,0.96,0.9,0.975,0.9,0.9375,40
MS,37,158,2,3,0.975,0.925,0.9875,0.9487179487179487,0.95625,40
MVP,35,155,5,5,0.95,0.875,0.96875,0.875,0.921875,40
PROMEDIO_MACRO,184,784,16,16,0.968,0.9199999999999999,0.9800000000000001,0.9201094434021263,0.95,200
