indice_interno,base,metodo,distribucion,numero_capas,penalizacion_ortogonal,sin_regularizacion,error_final,forma_h,forma_w,segundos
0,SNR_5db,NMF,7,1,0.0,True,0.21379777663228916,7x212,126x7,0.04867469985038042
1,SNR_5db,NMF,7,1,0.0,True,0.21264741862878458,7x212,126x7,0.0266679001506418
2,SNR_5db,NMF,7,1,0.0,True,0.21217670154149132,7x212,126x7,0.025395400123670697
3,SNR_5db,NMF,7,1,0.0,True,0.21748915709154779,7x212,126x7,0.025438199983909726
4,SNR_5db,NMF,7,1,0.0,True,0.2149627527712773,7x212,126x7,0.050441000144928694
5,SNR_5db,NMF,7,1,0.0,True,0.2181577207203215,7x212,126x7,0.023903300054371357
6,SNR_5db,NMF,7,1,0.0,True,0.2142920193580391,7x212,126x7,0.0266291000880301
7,SNR_5db,NMF,7,1,0.0,True,0.21559653571961052,7x212,126x7,0.02334569999948144
8,SNR_5db,NMF,7,1,0.0,True,0.21602189270058916,7x212,126x7,0.02673269994556904
9,SNR_5db,NMF,7,1,0.0,True,0.2196134191564037,7x212,126x7,0.06172350002452731
10,SNR_5db,NMF,7,1,0.0,True,0.21603944480385961,7x212,126x7,0.026654599932953715
11,SNR_5db,NMF,7,1,0.0,True,0.21839572001398896,7x212,126x7,0.02855199994519353
12,SNR_5db,NMF,7,1,0.0,True,0.2131540979207252,7x212,126x7,0.026115699904039502
13,SNR_5db,NMF,7,1,0.0,True,0.21691416740526068,7x212,126x7,0.026154299965128303
14,SNR_5db,NMF,7,1,0.0,True,0.21853042802526967,7x212,126x7,0.025690499925985932
15,SNR_5db,NMF,7,1,0.0,True,0.21475358810851045,7x212,126x7,0.024097600020468235
16,SNR_5db,NMF,7,1,0.0,True,0.21967652148859784,7x212,126x7,0.025235199835151434
17,SNR_5db,NMF,7,1,0.0,True,0.2190028348049941,7x212,126x7,0.02452850015833974
18,SNR_5db,NMF,7,1,0.0,True,0.21998624863324262,7x212,126x7,0.0266289000865072
19,SNR_5db,NMF,7,1,0.0,True,0.21559757349435238,7x212,126x7,0.037874999921768904
20,SNR_5db,NMF,7,1,0.0,True,0.21418821567950314,7x212,126x7,0.026619100011885166
21,SNR_5db,NMF,7,1,0.0,True,0.21597886909731662,7x212,126x7,0.024893900146707892
22,SNR_5db,NMF,7,1,0.0,True,0.2121469682556132,7x212,126x7,0.023336699930951
23,SNR_5db,NMF,7,1,0.0,True,0.2135540759353094,7x212,126x7,0.024973600171506405
24,SNR_5db,NMF,7,1,0.0,True,0.22273498089258384,7x212,126x7,0.02352040004916489
25,SNR_5db,NMF,7,1,0.0,True,0.21730895422907848,7x212,126x7,0.02581840008497238
