distribucion,numero_capas,clasificador,representacion,fold,clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
13-12,2,KNN,DeepONMF_H2,1,PROMEDIO_MACRO,154,754,46,46,0.908,0.7699999999999999,0.9424999999999999,0.8174692155907735,0.85625,200
13-12,2,KNN,DeepONMF_H2,2,PROMEDIO_MACRO,148,748,52,52,0.8960000000000001,0.74,0.9350000000000002,0.7684656741108353,0.8375,200
13-12,2,KNN,DeepONMF_H2,3,PROMEDIO_MACRO,149,749,51,51,0.8979999999999999,0.7450000000000001,0.9362499999999999,0.7744525082760377,0.840625,200
13-12,2,KNN,DeepONMF_H2,4,PROMEDIO_MACRO,151,751,49,49,0.9019999999999999,0.7549999999999999,0.93875,0.7803639727902798,0.846875,200
13-12,2,KNN,DeepONMF_H2,5,PROMEDIO_MACRO,147,747,53,53,0.8940000000000001,0.735,0.9337500000000001,0.7975453027177164,0.834375,200
13-12,2,KNN,DeepONMF_W,1,PROMEDIO_MACRO,96,696,104,104,0.792,0.47999999999999987,0.8699999999999999,0.4953526504941599,0.6749999999999999,200
13-12,2,KNN,DeepONMF_W,2,PROMEDIO_MACRO,76,676,124,124,0.752,0.38,0.845,0.3893046341343555,0.6125,200
13-12,2,KNN,DeepONMF_W,3,PROMEDIO_MACRO,83,683,117,117,0.7659999999999999,0.41500000000000004,0.85375,0.441969822812846,0.634375,200
13-12,2,KNN,DeepONMF_W,4,PROMEDIO_MACRO,86,686,114,114,0.772,0.43000000000000005,0.8574999999999999,0.4469786003470214,0.64375,200
13-12,2,KNN,DeepONMF_W,5,PROMEDIO_MACRO,104,704,96,96,0.808,0.52,0.8800000000000001,0.538989898989899,0.7,200
13-12,2,SVM,DeepONMF_H2,1,PROMEDIO_MACRO,174,774,26,26,0.9480000000000001,0.8700000000000001,0.9675,0.8784502694162516,0.91875,200
13-12,2,SVM,DeepONMF_H2,2,PROMEDIO_MACRO,178,778,22,22,0.9560000000000001,0.89,0.9724999999999999,0.8934229948682464,0.93125,200
13-12,2,SVM,DeepONMF_H2,3,PROMEDIO_MACRO,174,774,26,26,0.9480000000000001,0.8699999999999999,0.9675,0.8708373205741626,0.91875,200
13-12,2,SVM,DeepONMF_H2,4,PROMEDIO_MACRO,174,774,26,26,0.9480000000000001,0.8699999999999999,0.9675,0.8702806652806654,0.91875,200
13-12,2,SVM,DeepONMF_H2,5,PROMEDIO_MACRO,179,779,21,21,0.9579999999999999,0.8949999999999999,0.9737500000000001,0.9020769368137789,0.934375,200
13-12,2,SVM,DeepONMF_W,1,PROMEDIO_MACRO,128,728,72,72,0.8560000000000001,0.64,0.9099999999999999,0.633984962406015,0.775,200
13-12,2,SVM,DeepONMF_W,2,PROMEDIO_MACRO,133,733,67,67,0.866,0.6649999999999999,0.91625,0.6659545504588344,0.790625,200
13-12,2,SVM,DeepONMF_W,3,PROMEDIO_MACRO,127,727,73,73,0.8540000000000001,0.635,0.9087500000000001,0.6389569242331078,0.771875,200
13-12,2,SVM,DeepONMF_W,4,PROMEDIO_MACRO,129,729,71,71,0.858,0.645,0.9112500000000001,0.6300838276448033,0.778125,200
13-12,2,SVM,DeepONMF_W,5,PROMEDIO_MACRO,139,739,61,61,0.8780000000000001,0.6950000000000001,0.9237500000000001,0.6871043209637183,0.809375,200
13-12,2,UjaNet,DeepONMF_H2,1,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.9862500000000001,0.947601535551352,0.965625,200
13-12,2,UjaNet,DeepONMF_H2,2,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.9787500000000001,0.9196211918163136,0.946875,200
13-12,2,UjaNet,DeepONMF_H2,3,PROMEDIO_MACRO,184,784,16,16,0.968,0.9199999999999999,0.9800000000000001,0.9226990838618745,0.95,200
13-12,2,UjaNet,DeepONMF_H2,4,PROMEDIO_MACRO,186,786,14,14,0.9719999999999999,0.93,0.9825000000000002,0.9302126328955598,0.95625,200
13-12,2,UjaNet,DeepONMF_H2,5,PROMEDIO_MACRO,190,790,10,10,0.9800000000000001,0.95,0.9875,0.9522097144048363,0.96875,200
13-12,2,UjaNet,DeepONMF_W,1,PROMEDIO_MACRO,169,769,31,31,0.938,0.845,0.9612499999999999,0.8601433969855024,0.903125,200
13-12,2,UjaNet,DeepONMF_W,2,PROMEDIO_MACRO,174,774,26,26,0.9479999999999998,0.8699999999999999,0.9674999999999999,0.8794759570494864,0.91875,200
13-12,2,UjaNet,DeepONMF_W,3,PROMEDIO_MACRO,163,763,37,37,0.9259999999999999,0.8150000000000001,0.95375,0.8230444867636706,0.884375,200
13-12,2,UjaNet,DeepONMF_W,4,PROMEDIO_MACRO,167,767,33,33,0.9339999999999999,0.835,0.95875,0.8353861204662121,0.896875,200
13-12,2,UjaNet,DeepONMF_W,5,PROMEDIO_MACRO,167,767,33,33,0.9339999999999999,0.8350000000000002,0.95875,0.8472475737215379,0.896875,200
