indice_interno,base,clase,archivo,distribucion,representacion,numero_capas,error_final,forma_h_final,segundos_extraccion_deep,capa_1_rango,capa_1_error,capa_1_ortogonalidad_h,capa_1_segundos
0,SNR_-5db,N,New_N_001.wav,10,DeepONMF_H1,1,0.37239621531124817,10x212,0.007183199981227517,10,0.37239621531124817,0.27588148501489035,0.006405699998140335
1,SNR_-5db,N,New_N_002.wav,10,DeepONMF_H1,1,0.3654094786845305,10x212,0.006957200006581843,10,0.3654094786845305,0.2806130076355991,0.006436900002881885
2,SNR_-5db,N,New_N_003.wav,10,DeepONMF_H1,1,0.36755592043497143,10x212,0.0063464000122621655,10,0.36755592043497143,0.3034895419585056,0.005831300048157573
3,SNR_-5db,N,New_N_004.wav,10,DeepONMF_H1,1,0.37003202986197725,10x212,0.006561500020325184,10,0.37003202986197725,0.28303729144664697,0.005879300064407289
4,SNR_-5db,N,New_N_005.wav,10,DeepONMF_H1,1,0.36368083784974603,10x212,0.007459499989636242,10,0.3636808378497461,0.2956653694429189,0.006792400032281876
5,SNR_-5db,N,New_N_006.wav,10,DeepONMF_H1,1,0.3647460773844537,10x212,0.00667930010240525,10,0.3647460773844537,0.2670895159017353,0.006115600001066923
6,SNR_-5db,N,New_N_007.wav,10,DeepONMF_H1,1,0.36777692381026206,10x212,0.0076861000852659345,10,0.367776923810262,0.28070722571938417,0.0070225999224931
7,SNR_-5db,N,New_N_008.wav,10,DeepONMF_H1,1,0.3720578126727661,10x212,0.006959800026379526,10,0.37205781267276605,0.2380303406068842,0.006223700009286404
8,SNR_-5db,N,New_N_009.wav,10,DeepONMF_H1,1,0.36614704648926705,10x212,0.007697199936956167,10,0.36614704648926705,0.27479837486938163,0.006919599953107536
9,SNR_-5db,N,New_N_010.wav,10,DeepONMF_H1,1,0.36615516894228184,10x212,0.0072873999597504735,10,0.36615516894228184,0.2723942853298622,0.006496099987998605
10,SNR_-5db,N,New_N_011.wav,10,DeepONMF_H1,1,0.36973851206170694,10x212,0.007940300041809678,10,0.36973851206170694,0.2691856373119762,0.006787099991925061
11,SNR_-5db,N,New_N_012.wav,10,DeepONMF_H1,1,0.37129175059292635,10x212,0.007221399922855198,10,0.37129175059292635,0.27819619106522125,0.006551999947987497
12,SNR_-5db,N,New_N_013.wav,10,DeepONMF_H1,1,0.364246944250069,10x212,0.006778700044378638,10,0.364246944250069,0.31144847992866226,0.006238400004804134
13,SNR_-5db,N,New_N_014.wav,10,DeepONMF_H1,1,0.3681036780441031,10x212,0.007405300042591989,10,0.3681036780441031,0.2839110149186549,0.0067125000059604645
