,N,AS,MR,MS,MVP
N,94.5,0.0,0.0,0.5,5.0
AS,0.0,95.0,2.5,1.0,1.5
MR,3.0,6.5,86.0,2.5,2.0
MS,0.0,0.5,2.5,93.5,3.5000000000000004
MVP,1.5,2.5,2.0,2.0,92.0
