distribucion,numero_capas,clasificador,representacion,fold,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score
14-8,2,KNN,DeepONMF_H2,1,157,37,3,3,0.97,0.98125,0.925,0.98125,0.953125
14-8,2,KNN,DeepONMF_H2,2,156,38,2,4,0.97,0.975,0.95,0.9873417721518988,0.9624999999999999
14-8,2,KNN,DeepONMF_H2,3,154,30,10,6,0.92,0.9625,0.75,0.9390243902439024,0.85625
14-8,2,KNN,DeepONMF_H2,4,156,36,4,4,0.96,0.975,0.9,0.975,0.9375
14-8,2,KNN,DeepONMF_H2,5,159,36,4,1,0.975,0.99375,0.9,0.9754601226993865,0.946875
14-8,2,KNN,DeepONMF_W,1,142,33,7,18,0.875,0.8875,0.825,0.9530201342281879,0.85625
14-8,2,KNN,DeepONMF_W,2,143,29,11,17,0.86,0.89375,0.725,0.9285714285714286,0.809375
14-8,2,KNN,DeepONMF_W,3,143,29,11,17,0.86,0.89375,0.725,0.9285714285714286,0.809375
14-8,2,KNN,DeepONMF_W,4,141,31,9,19,0.86,0.88125,0.775,0.94,0.828125
14-8,2,KNN,DeepONMF_W,5,145,33,7,15,0.89,0.90625,0.825,0.9539473684210527,0.865625
14-8,2,SVM,DeepONMF_H2,1,157,38,2,3,0.975,0.98125,0.95,0.9874213836477987,0.965625
14-8,2,SVM,DeepONMF_H2,2,157,39,1,3,0.98,0.98125,0.975,0.9936708860759493,0.9781249999999999
14-8,2,SVM,DeepONMF_H2,3,154,37,3,6,0.955,0.9625,0.925,0.9808917197452229,0.9437500000000001
14-8,2,SVM,DeepONMF_H2,4,156,36,4,4,0.96,0.975,0.9,0.975,0.9375
14-8,2,SVM,DeepONMF_H2,5,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
14-8,2,SVM,DeepONMF_W,1,146,39,1,14,0.925,0.9125,0.975,0.9931972789115646,0.94375
14-8,2,SVM,DeepONMF_W,2,145,38,2,15,0.915,0.90625,0.95,0.9863945578231292,0.928125
14-8,2,SVM,DeepONMF_W,3,144,36,4,16,0.9,0.9,0.9,0.972972972972973,0.9
14-8,2,SVM,DeepONMF_W,4,147,37,3,13,0.92,0.91875,0.925,0.98,0.921875
14-8,2,SVM,DeepONMF_W,5,146,37,3,14,0.915,0.9125,0.925,0.9798657718120806,0.91875
14-8,2,UjaNet,DeepONMF_H2,1,160,40,0,0,1.0,1.0,1.0,1.0,1.0
14-8,2,UjaNet,DeepONMF_H2,2,160,39,1,0,0.995,1.0,0.975,0.9937888198757764,0.9875
14-8,2,UjaNet,DeepONMF_H2,3,160,40,0,0,1.0,1.0,1.0,1.0,1.0
14-8,2,UjaNet,DeepONMF_H2,4,159,39,1,1,0.99,0.99375,0.975,0.99375,0.984375
14-8,2,UjaNet,DeepONMF_H2,5,160,39,1,0,0.995,1.0,0.975,0.9937888198757764,0.9875
14-8,2,UjaNet,DeepONMF_W,1,156,39,1,4,0.975,0.975,0.975,0.9936305732484076,0.975
14-8,2,UjaNet,DeepONMF_W,2,154,39,1,6,0.965,0.9625,0.975,0.9935483870967742,0.96875
14-8,2,UjaNet,DeepONMF_W,3,157,35,5,3,0.96,0.98125,0.875,0.9691358024691358,0.928125
14-8,2,UjaNet,DeepONMF_W,4,157,40,0,3,0.985,0.98125,1.0,1.0,0.990625
14-8,2,UjaNet,DeepONMF_W,5,159,38,2,1,0.985,0.99375,0.95,0.9875776397515528,0.971875
