indice_interno,base,metodo,distribucion,numero_capas,penalizacion_ortogonal,sin_regularizacion,error_final,forma_h,forma_w,segundos
0,SNR_0db,ONMF,7,1,0.05,False,0.30715036508834953,7x212,126x7,0.02465389994904399
1,SNR_0db,ONMF,7,1,0.05,False,0.30298507203492225,7x212,126x7,0.024530800059437752
2,SNR_0db,ONMF,7,1,0.05,False,0.3076422125088845,7x212,126x7,0.025069300085306168
3,SNR_0db,ONMF,7,1,0.05,False,0.3100189868343083,7x212,126x7,0.026035899994894862
4,SNR_0db,ONMF,7,1,0.05,False,0.30498186509538794,7x212,126x7,0.024780299980193377
5,SNR_0db,ONMF,7,1,0.05,False,0.3085339914621741,7x212,126x7,0.02466150000691414
6,SNR_0db,ONMF,7,1,0.05,False,0.3100166371847591,7x212,126x7,0.02492309990338981
7,SNR_0db,ONMF,7,1,0.05,False,0.3048391289710929,7x212,126x7,0.02552059991285205
8,SNR_0db,ONMF,7,1,0.05,False,0.3060881097422476,7x212,126x7,0.024807099951431155
9,SNR_0db,ONMF,7,1,0.05,False,0.3056558723701469,7x212,126x7,0.02485850010998547
10,SNR_0db,ONMF,7,1,0.05,False,0.3083920076844169,7x212,126x7,0.027004699921235442
11,SNR_0db,ONMF,7,1,0.05,False,0.30828513182283285,7x212,126x7,0.028897600015625358
12,SNR_0db,ONMF,7,1,0.05,False,0.30685055862667204,7x212,126x7,0.032895500073209405
13,SNR_0db,ONMF,7,1,0.05,False,0.30488102200666967,7x212,126x7,0.027952800039201975
14,SNR_0db,ONMF,7,1,0.05,False,0.3134618917609894,7x212,126x7,0.030630199937149882
15,SNR_0db,ONMF,7,1,0.05,False,0.3108612948910048,7x212,126x7,0.0341072001028806
16,SNR_0db,ONMF,7,1,0.05,False,0.3141397964165799,7x212,126x7,0.029096399899572134
17,SNR_0db,ONMF,7,1,0.05,False,0.3099176404663748,7x212,126x7,0.025181599892675877
18,SNR_0db,ONMF,7,1,0.05,False,0.30769645347449937,7x212,126x7,0.025607699993997812
19,SNR_0db,ONMF,7,1,0.05,False,0.30752106469897955,7x212,126x7,0.026803300017490983
20,SNR_0db,ONMF,7,1,0.05,False,0.30443602702707956,7x212,126x7,0.02533140010200441
21,SNR_0db,ONMF,7,1,0.05,False,0.3105684834551428,7x212,126x7,0.025377999991178513
22,SNR_0db,ONMF,7,1,0.05,False,0.3042274014358307,7x212,126x7,0.024035800015553832
23,SNR_0db,ONMF,7,1,0.05,False,0.3093838679074514,7x212,126x7,0.024817599914968014
24,SNR_0db,ONMF,7,1,0.05,False,0.3106114752739588,7x212,126x7,0.024726300034672022
25,SNR_0db,ONMF,7,1,0.05,False,0.30850573183901736,7x212,126x7,0.02742170006968081
26,SNR_0db,ONMF,7,1,0.05,False,0.30516394728795787,7x212,126x7,0.025573700200766325
27,SNR_0db,ONMF,7,1,0.05,False,0.30744656907965023,7x212,126x7,0.025589199969545007
28,SNR_0db,ONMF,7,1,0.05,False,0.3140153832542938,7x212,126x7,0.0257853998336941
29,SNR_0db,ONMF,7,1,0.05,False,0.3054699183778021,7x212,126x7,0.025538000045344234
30,SNR_0db,ONMF,7,1,0.05,False,0.30912646392786775,7x212,126x7,0.024375800043344498
31,SNR_0db,ONMF,7,1,0.05,False,0.3063641688061149,7x212,126x7,0.02493249997496605
32,SNR_0db,ONMF,7,1,0.05,False,0.3094415394394665,7x212,126x7,0.02503739995881915
