comparación,distancia
N-AS,0.7414646211321572
N-MR,0.017997495457344304
N-MS,0.2514173062223416
N-MVP,0.12174275367658782
AS-MR,0.7234671256748129
AS-MS,0.9928819273544988
AS-MVP,0.863207374808745
MR-MS,0.2694148016796859
MR-MVP,0.13974024913393213
MS-MVP,0.12967455254575377
