base,representacion,fold,clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
SNR_0db,DeepONMF_H1,1,PROMEDIO_MACRO,196,796,4,4,0.992,0.9800000000000001,0.9949999999999999,0.9805981416957026,0.9875,200
SNR_0db,DeepONMF_H1,2,PROMEDIO_MACRO,188,788,12,12,0.976,0.9400000000000001,0.985,0.9408469088764339,0.9625,200
SNR_0db,DeepONMF_H1,3,PROMEDIO_MACRO,184,784,16,16,0.968,0.9200000000000002,0.9800000000000001,0.9213766122623632,0.95,200
SNR_0db,DeepONMF_H1,4,PROMEDIO_MACRO,187,787,13,13,0.974,0.9349999999999999,0.98375,0.9367173840858053,0.959375,200
SNR_0db,DeepONMF_H1,5,PROMEDIO_MACRO,190,790,10,10,0.9800000000000001,0.95,0.9875,0.9505981416957028,0.96875,200
