,N,AS,MR,MS,MVP
N,98.0,0.0,0.5,0.0,1.5
AS,0.0,94.5,4.0,0.5,1.0
MR,2.0,3.5000000000000004,91.0,2.5,1.0
MS,0.0,2.0,2.5,93.5,2.0
MVP,3.5000000000000004,2.5,2.5,1.5,90.0
