clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
N,39,149,11,1,0.94,0.975,0.93125,0.78,0.953125,40
AS,27,147,13,13,0.87,0.675,0.91875,0.675,0.796875,40
MR,30,158,2,10,0.94,0.75,0.9875,0.9375,0.86875,40
MS,27,141,19,13,0.84,0.675,0.88125,0.5869565217391305,0.778125,40
MVP,26,154,6,14,0.9,0.65,0.9625,0.8125,0.80625,40
PROMEDIO_MACRO,149,749,51,51,0.898,0.745,0.93625,0.7583913043478261,0.840625,200
