,N,AS,MR,MS,MVP
N,98.5,0.0,1.0,0.0,0.5
AS,0.0,96.0,3.0,0.5,0.5
MR,2.0,1.0,94.5,1.5,1.0
MS,1.0,1.0,1.5,93.5,3.0
MVP,3.5000000000000004,4.0,2.0,2.0,88.5
