,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,39,0,0,1,0
real_AS,0,34,2,1,3
real_MR,0,3,33,4,0
real_MS,0,2,1,35,2
real_MVP,0,2,4,1,33
