,N,AS,MR,MS,MVP
N,93.0,0.0,1.0,2.0,4.0
AS,0.0,95.5,3.5000000000000004,0.0,1.0
MR,3.0,6.0,90.0,0.5,0.5
MS,0.0,0.5,5.5,88.5,5.5
MVP,3.0,5.5,10.0,3.0,78.5
