,N,AS,MR,MS,MVP
N,87.0,1.0,0.0,5.0,7.000000000000001
AS,0.0,80.0,9.5,9.0,1.5
MR,1.0,18.0,70.5,6.5,4.0
MS,7.5,16.0,2.5,67.0,7.000000000000001
MVP,19.5,7.000000000000001,16.5,16.5,40.5
