,pred_N,pred_AS,pred_MR,pred_MS,pred_MVP
real_N,37,0,0,3,0
real_AS,0,28,2,6,4
real_MR,0,5,28,7,0
real_MS,2,4,1,28,5
real_MVP,13,1,2,3,21
