clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte
N,38,159,1,2,0.985,0.95,0.99375,0.9743589743589743,0.971875,40
AS,30,143,17,10,0.865,0.75,0.89375,0.6382978723404256,0.821875,40
MR,36,153,7,4,0.945,0.9,0.95625,0.8372093023255814,0.9281250000000001,40
MS,29,146,14,11,0.875,0.725,0.9125,0.6744186046511628,0.81875,40
MVP,27,159,1,13,0.93,0.675,0.99375,0.9642857142857143,0.8343750000000001,40
PROMEDIO_MACRO,160,760,40,40,0.9199999999999999,0.8,0.95,0.8177140935923717,0.875,200
